author,content,time
不问归路,我甚至觉得他们拍这种类型的片子只是为了让后人觉得他们是有社会责任感的罢了还不是为了美化自己,2021-04-14 00:00:00
梅梅,自己不好也不让别人好的畜牲,2021-04-16 00:00:00
观观之纠,我带过进小黑屋了,2021-04-16 00:00:00
IHSNI,菲特泰斯塔羅莎我们的火箭掉水里就危害全球他们的核废水就安全环保日本傻事目前日本雅虎新闻首页的新闻底下的评论第一条43万赞_查看图片,2021-05-09 22:55:00
黑尾柠檬,拉瓦铀1959年731头目石井四郎在美国保护下寿终正寝1967年美军在越南撒下6700万升橙剂导致50多万畸形儿祸及200多万平民2003年美军入侵伊拉克八年时间杀死伊拉克平民6万人没找到传说中的大规模杀伤性武器2021年日本向太平洋排放核废水美国同意罄竹难书,2021-05-05 18:18:00
屈畅ccxx,其实说到底最搞笑的还是国内的科普博主作为一个中国人拼命说排核废水有理让人怀疑心智有没有严重问题,2021-05-12 19:50:00
把泪焦桐成雨,IlCampionedelmondonel1938èstatolItalia震怒,2021-04-18 00:00:00
mirrorsboifriend,这种口hi回答毫无意义,2021-04-14 00:00:00
迷二天,我越看越生气,2021-04-15 00:00:00
赵·尼古拉斯·霹雳prince·四,日本推降温口罩日本外务省给的真多一天一个热搜花样百出就是不管疫情核废水舆论还是你们会玩,2021-05-13 09:02:00
如癫,老高高相奎日本的说辞有严重的逻辑矛盾还有精日说国际组织建议日本排放大海是撒谎国际原子能组织官网内容是日本向IAEA提供了福岛核废水信息按照日本给的数据符合TEPCO的标准乍一看好像是符合国际标准TEPCO是什么TEPCO就是东京电力这就是日本自己按照自己的标准测的数据和报告,2021-04-11 23:13:00
米大,物理不是化学,2021-04-13 00:00:00
造79453,据报道日本政府已基本决定将福岛第一核电站核污水排入大海对此外交部发言人赵立坚4月9日表示日本政府应当秉持对本国国民周边国家以及国际社会高度负责任的态度深入评估福岛核电站含氚废水处理方案可能带来的影响主动及时地以严格准确公开透明的方式披露信息在与周边国家充分协商的基础上慎重决策快手快手L央视网的快手视频收起全文d,2021-04-10 22:46:00
吉祥草万年青,日本决定把核废水排入大海给中国造成巨量伤害赵立坚立马表态快资讯不道O网页链接,2021-04-11 18:30:00
TDRMST,我个人觉得在意识形态战场普及科学本身是不太理智的行为,2021-04-14 00:00:00
手机用户Kkkentoo,你吗排你吗的核废水,2021-05-08 23:38:00
绫御影,隔壁回答万赞已经有赶人转国籍的了,2021-04-14 00:00:00
崛起战神,哈哈哈哈矛盾文学奖大师,2021-04-14 00:00:00
空白格,这种情绪化的毫无学术气质的回答能成为高赞知乎真是废了,2021-04-13 00:00:00
黄泉陌,我国可能抵制东京奥运吗感觉民众能做的只有吐槽和自觉抵制日货了,2021-04-12 00:00:00
苏武牧魂呸牧羊,支持氢弹炸沉日本,2021-04-26 00:00:00
李性人士,令核,2021-04-17 00:00:00
知乎用户,就是个讲小礼缺大德的国家,2021-05-01 00:00:00
约克公爵,跳下去时首相还是个人上岸就是哥斯拉了,2021-04-17 00:00:00
绝世w浮梦,奇怪看了看高中地理课本里的洋流图日本排放的核废水有可能会先顺着北太平洋暖流流到他美爹的家里,2021-04-13 23:52:00
廖凯锐,听起来像是要第三次世界大战,2021-04-15 00:00:00
GiEngiun,三战开始准备好给T800带路了,2021-04-13 00:00:00
知乎用户,氚不好富集建议岛国人民循环利用,2021-04-18 00:00:00
赛bo朋克oqoq,没那么严重应该既然几年前就已经发生了这次只是曝光我不信还能出大事,2021-04-14 00:00:00
你好啊零度冰点,鲁艺兵美国支持日本往海洋倒核污染废水原来他们早就做过了,2021-05-07 18:12:00
胡守之,那跟我们喝水又有什么关系呢,2021-04-13 00:00:00
一点都不苦甚至有点甜,倭寇支那历史以来都是狼心狗肺侠骨柔情方恨晚这个事儿受核废水影响的周边国家应集体上诉到联合国不仅要禁止日本排放核废水还应禁止日本使用核电站,2021-04-11 19:24:00
简然98125,日本倒核废水她装死提到中国倒支棱起来了O日本倒核废水她装死提到中国倒支棱起来了,2021-05-10 18:01:00
推厩掣诔tanggaoq70,10年前日本为证明福岛净化的核废水让官员喝下后来怎样了,2021-05-11 23:18:00
凉拌西米露,进击的巨人多余的核废水可以给jsc喝老贼一下给我整破防了,2021-05-12 01:09:00
WhiteGiven,Aaaaaaaaawwwwwwwwwwww垃圾极致分类也是因为他们面积小不得不极致分类不是精日吹的什么素质高jtnyjgw2006守小礼无大义垃圾分类做到极致也抵消不了核废水排放给全球带来的灾难,2021-05-09 21:12:00
真啸风,鉴于日本核废水直排大海为保护我国沿海不受损害我国可开动人工造岛机沿九段线再来一次鬼斧神工把南海变成内海,2021-04-16 00:00:00
沭川莞子,我爱牛奶谁再说中国奶不好喝那你就去喝核废水吧你也只配喝那玩意儿,2021-05-05 00:09:00
小L重新开始,是不是又要抢购海鱼了史老柒小畜生现在的关注点是中国南海填岛破坏珊瑚礁和海洋垃圾日本核废水这个在她主页下面提醒她都不回复清音入杳冥环保小公主呢,2021-04-11 20:32:00
香港胡迪警長,日本冲绳误将生理盐水当疫苗注射是因為太激動了嘛還好是生理鹽水不是核廢水L香港胡迪警長的微博视频,2021-05-17 21:22:00
张中岳,又在混淆冷却水与核污水的概念冷却水在封闭管道里流动不接触堆芯福岛核污水直接与堆芯接触你把这混为一谈,2021-04-14 00:00:00
临泽第一DJ,突发性低能综合症日本那边有没有计划喝核废水了,2021-05-08 22:52:00
獅王之王_The_King_Of_LionDance,大蛋小黃还等什么坐言起行我也来把推特如果将核废水排入大海这么做会引发生态大灾难后果不堪设想必需三思而后行切勿一子错满盘皆落索海洋那么美拒绝核废水,2021-05-02 20:24:00
Xing Kge,合着是跟美国学的啊看来称美国为人类文明毒瘤也不为过啊而且这毒瘤还是辐射变异的,2021-04-10 00:00:00
用户7204597654,据环球时报报道日本已经决定将福岛第一核电站的核污水排入大海消息一出舆论瞬间炸锅他们认为日方的行为将遭致国际社会的强烈反对虽然福岛核事故已经过去了10年但是核污水处理问题却一直未得到解决早在去年日本政府就希望将核污水排入大海但是由于多方强烈反对该计划最终未能实施日媒分析称日本政府之所以决定将核污水排出是因为核电站内的储存核污水的储存罐容量即将达到上限据悉东京电力公司现O网页链接收起全文d,2021-04-10 21:02:00
锦江司法,日本福岛核污水罐被地震震歪了据日媒报道东京电力公司称13日福岛附近海域发生73级地震后公司对福岛第一核电站的1074个核污水储存罐进行了检查发现福岛核电站53个核污水罐因强震发生位移偏差在3厘米到19厘米之间不过该公司表示这些核污水储存罐只发生了位移未出现泄漏L人民日报的微博视频收起全文d,2021-02-27 18:41:00
叨叨打滴,mdz学学摊爸行不学学人家的高音rap也不行唱歌也不行镜头感完全没有眼神游离嘴巴长那么大也不张开你刚刚横渡日本海喝核废水回来了,2021-05-21 23:59:00
什么是惊喜,观察者网老节奏大师了,2021-04-16 00:00:00
南腔,马绍尔群岛不够还可以去搜搜比基尼猜猜看为什么那种泳衣叫比基尼,2021-04-16 00:00:00
中国日报双语新闻,日本官员称核废水可以喝赵立坚请他喝了再说在14日的外交部例行记者会上发言人赵立坚就日本政府正式决定以海洋排放方式处置福岛核电站事故核废水问题答记者问针对某些中国日报双语新闻2021415,2021-04-15 00:00:00
乐乐喜欢梨形粗腿,你他娘的真是个天才,2021-04-25 00:00:00
超可爱的微微ww,1921侧颜海报导演演员们都滚去喝核废水爬爬爬,2021-05-13 22:42:00
收束者,你好看到核电站除了氚和碳14放射性流出物中还有其他核素请问是哪些核素呢和福岛62种核素的差别,2021-05-26 00:00:00
学生坛,日本铁了心排放核废水美特使表态后韩国态度发生180度转变学生坛2021519,2021-05-19 00:00:00
知乎用户 (作者) ,第一方数据足够详实了如果数据可靠拿来估算很充分的然后现在第一方数据被人说有问题大家自己估算的话只能硬猜了,2021-04-14 00:00:00
Bigheadeee,福岛核废水57天可废掉半个太平洋日本能不能做个人,2021-04-13 23:56:00
一花一墨一家人,讲的真好,2021-04-16 00:00:00
陆程程,我就问一句既然都说可以喝了为什么不挖个池塘放自己国土要排到海里给个理由,2021-04-19 00:00:00
花园里有佩7,易鑫饴亿十年了小日本的核废水还没有排出去,2021-01-15 14:57:00
特力,额刚看到这个问题就想问一下外交部网站4月15日消息外交部部长助理吴江浩当天召见日本驻华大使垂秀夫就日本政府决定以海洋排放方式处置福岛核电站事故废水提出严正交涉这个网上消息的网址能不能给一个,2021-04-16 00:00:00
sunshine_9908,福岛核废水57天可废掉半个太平洋太可怕啦危害性不是一般的大,2021-04-13 23:52:00
人畜无害其乐无穷的虎了吧唧,小央视频日本日本核废水日本政府正式决定福岛核废水排海L人畜无害其乐无穷的虎了吧唧的微博视频,2021-05-18 14:29:00
小象王国1209,地球估计快不能生存了没想到这么快央视新闻一家来自德国的研究机构的计算结果显示从排放日起福岛核废水57天可废掉半个太平洋3年后美国和加拿大就将遭核污染影响,2021-04-13 23:50:00
一颗青木,如何评价切尔诺贝利事故和福岛事故的处理方式哪个更成功美国三哩岛核事故反应堆炉心融解电站老司机一通骚操作避免事故扩大保住了反应堆安全壳事故级别止步五级苏联切尔诺贝利核事故电站老司机一通骚操作反应堆安全壳上顶盖原地升天苏联填了几十万人修了石棺和隔水层避免辐射继续外泄和污染地下水以上是值得赞赏的日本本来值班员按按电钮能解决的问题完全陷入庵野秀明执导的电影新哥斯拉中内阁全灭以前的剧情无限循环里现在跻身核事故最高等级七级事故哪里值得赞赏如果日本真的把污水处理到可以安全排放的程度也算是将功补过了问题是日本在福岛核事故发生后的十几年里所作所为完全无法让人信任日本能做到要不然日本接受世界各国联合核查组的监督让我们能信服的赞赏一下美国这么赞赏日本怎么FDA突然以核污染为理由禁止日本食品进口了呢,2021-04-14 00:00:00
juju,这是准备养蛊呢,2021-04-14 00:00:00
Ryufghth,逆向思维是吗,2021-04-13 00:00:00
你最甜啦44,比卡鲁胺片走吧爱问医美超话肉毒素的前世今生肉毒素为肉毒米奇飞吻杆菌产生的毒素属于神经毒素主要通过抑制神经末梢释放乙酰胆碱来防止肌肉过度收缩肉毒素广泛应用于神经内科眼科医学美容通过抑制肌肉过度收缩进行面部形态雕塑一什么是肉毒素它有毒吗肉毒毒素并非如其名称那么可怕肉毒毒素是一种生物制品可以通过基因工程的方法大规模生产由于它具有神经阻断作用在神经内科眼科整形美容外科十分常用二人们用肉毒杆菌毒素多久了人们通过注射肉毒素美容已经有20多年的历史1986年加拿大Carruther夫妇在用肉毒杆菌毒素治疗眼睑痉挛时意外的发现了其良好的除皱效果随后他们相继用肉毒素对额纹眉间纹鱼尾纹进行了治疗经过了一系列尝试效果都非常良好于1992年首先报导三肉毒素的适应范围抬头纹鱼尾纹颈纹眉间纹咬肌肥大露龈笑脱发腋下多汗症等四肉毒素是如何使用的一般每侧选择12个注射点注射注射后不必进行局部按摩和其它特殊处理一般正常的咀嚼运动即可使药液在肌肉组织内逐渐扩散五注射前后注意事项1女性月经期不宜注射肉毒素2注射后4小时内安静休息24小时内不要做剧烈运动3不要去按摩注射部位以免肉毒毒素扩散到其他部位4适用于早期皱纹年高者的严重皱纹虽也有效但效果较差5注射当天不要用化妆品注射时与医生配合尽量使皱纹展示清楚6注射后24小时左右禁食辛辣海鲜等刺激性食物尽量避免烟酒7注射后一周内禁止对局部进行热敷按摩桑拿及强脉冲光治疗8注射前两周内不要服用阿司匹林氨基糖苷类抗生素如庆大霉素卡那霉素等印度特瑞不不不舍监我还是想要葡萄藤架下的那间屋子柳余双手合十在胸前舍监恩好吗日本核废水入海对中国有何影响收起全文d,2021-05-12 10:39:00
梦亦潇,克苏鲁和切尔诺贝利诡秘之主,2021-04-20 00:00:00
木卷里,日本的核废水又漏了其实他们用你的脸皮装就不会漏了,2021-05-17 10:04:00
安顺消防,福岛核事故10周年福岛核电站厂房上方发现严重污染据日本原子力规制委员会10日发布的调查报告福岛核电站2号3号机组厂房上方可能附着了7万万亿贝克勒尔的放射性物质污染程度远超预期厂房还有引发爆炸的可能目前核电站内还存有超120万吨的放射性污水威胁环境和居民的安全L央视新闻的微博视频收起全文d,2021-03-11 09:37:00
香菇,所以为什么没有引起国际社会的大力反对答非所问,2021-04-16 00:00:00
尤棟,大哥我真的是服了就算再怎么稀释只要你还是源源不断的排除迟早都会照成完全意义上的污染以后这个世界的所以生物该怎么去改变排斥来着DNA的变异呢这小日本真不配为人喔,2021-04-13 00:00:00
穆青小哥cara,福岛核废水57天可废掉半个太平洋就离谱缺大德沆瀣一气,2021-04-13 23:48:00
暴躁市民叶女士,任豪没有人比R1SE更爱R1SE纯傻der核废水喝完了吗任桑日本等你拯救,2021-05-02 22:09:00
来张壁纸叭,远离核废水从变成小猫咪开始餐厅所需的海鲜原料将面临被核废水污染的问题胡小喵在微博上发出倡议提出天国应该发明一种罩子帮助岛国将核废水来张壁纸叭2021519,2021-05-19 00:00:00
械勒的时间,日本不是要省钱嘛不如我们吃点亏这颗氢弹我们来出就用东风快递送,2021-04-11 00:00:00
知乎用户,辐射污染是否会对新冠病毒的变异产生作用,2021-05-06 00:00:00
等我找到一个巨酷的名字,最近看蓝色星球看着看着就觉得难过了多辽阔的海洋多完整庞大的系统总能让人生出一种敬畏可想想目前地球的状况这样的海洋还能存在多久恒河上每天漂浮的新冠尸体日本排不完的核废水还有总也治理不好温室效应我们还有机会看到海洋完整的面貌吗最近好长一段时间的新闻报道看下来都给我一种这个世界疯魔了的感觉甚至让我不理智的认为人类好像才是这个地球上最无关紧要的一个种群每一个物种的消失都会因为食物链一级一级的克制而对整个生态系统造成巨大的影响唯有人类没有什么生物需要以人类为食也没有哪个生物需要被人类消灭才不会疯长人类遍布地球又好像孤立于地球好像人类为地球带来的一直都是伤害只是靠着自己独有的智慧凌驾于生物之上那么人类存在的意义是什么我会觉得自己的想法太过于极端和浅薄却又忍不住质疑我们的存在我们确确实实伤害了太多生物收起全文d,2021-05-20 13:24:00
芋圆泡泡珍,GFriend我的眼泪真的能冲淡太平洋核废水了,2021-05-19 00:05:00
原来是风间呀,现在继续排放核废水的官员们是不相信光吗,2021-05-07 14:58:00
浣棉花糖熊,写挺好的就有点需要更正哈那个不是反应堆是冷却塔,2021-04-22 00:00:00
leihu,反正污染巨大影响巨大就对了,2021-04-16 00:00:00
产城瞭望,日本计划先排放7万吨核废水5月13日日本河北新报报道东京电力公司称两年后将最先排放至少7万吨低浓度核污水这批核污水的放射性氚浓度低于每升30万贝克勒尔放射性活度国际单位日本排放标准为每升6万贝克勒尔东电称会将这批核污水稀释后排放,2021-05-13 17:27:00
想要快点毕业的霜河子,日本滨冈核电站发生漏水事故泄漏总量超过110吨据日本共同社12日报道日本中部电力公司当天表示位于静冈县的滨冈核电站发生漏水事故泄漏总量超过110吨据悉此次发生漏水事故的是滨冈核电站1号机组泄漏的为110吨消防用水其中约有15吨流入核反应堆所在的建筑物内约有95吨流入暂时存放核污水的水槽日本中部电力公司表示此次泄漏的消防用水不会对外界产生影响收起全文d,2021-01-13 10:50:00
胡建佛跳墙,日本那么穷的吗怎么什么都贵全球几十亿人每人捐一块钱给日本够不够用不够的话我私人再赞助2元,2021-04-14 00:00:00
Perfish,现在美国已经同意了就就,2021-04-13 00:00:00
地理那些事,终于明白日本核废水储存罐明年才到极限为何后年才开始排放日本其实日本已经不是第一次向大海排放核废水了只不过这次是拿到了台面上来福岛在1978年的时候就发生过临界事故只不过被日本掩盖了到了2007年日,2021-04-17 00:00:00
邪恶的终结者,日本地震灾区将迎狂风暴雨或现泥石流等地质灾害据日本富士电视台报道受低气压影响日本福岛地震灾区将在当地时间15日傍晚迎来狂风暴雨日本气象厅表示刚经历了73级地震以及多次余震的福岛县和宫城县等地正是处在此次暴雨天气的范围内且当地或已出现土质疏松少量雨水即可能造成泥石流等地质灾害鉴于此气象厅已发出预警呼吁民众应远离危险区域收起全文d,2021-02-15 13:28:00
阿啦呆小呆,日本政府基本决定将福岛核污水排入大海现在天天操心我以后是不是不能或者少吃海鲜了,2021-04-10 21:56:00
中华盛世,邀请中方入境监督核废水倒海第8天世界组织作出重磅决定在核废水倒海第8天邀请中方入境监督这一话题在全球沸腾显然一旦日本行动起来韩国中国将会是第一批受害国因中华盛世2021517,2021-05-17 00:00:00
四代重歼,日本感觉受委屈了其他国家也在排放核废水为何全世界只关注福岛随着内阁会议的通过日本两年后向海洋排放核废水似乎已经成为定局然而日本当局却顶着压力四处进行公关活动希望国际社会不四代重歼2021427,2021-04-27 00:00:00
不负骚话 (作者) ,好比有个叫霉痢贱的人带着它孙子来吃饭小孙子要串稀了公厕掏钱还费纸怎么办桌上有吃空的盘子嗯这个好上去就噼里啪啦一顿爽一桌人就我们一个感到恶心难不成其他人都是吃长大的习惯了,2021-04-18 00:00:00
知乎用户,那就讨论点政治问题吧目前中国最大的敌人不是日本是美国毛他老人家说过要把敌人变得少少的朋友变得多多的团结一切可以团结的力量东亚互相仇视才是美国最愿意看到的这才是为什么国家层面只谴责不抵制的原因,2021-04-17 00:00:00
·漱石枕溪·,听海哭的声音日本今天喝核废水了吗死不死阿,2021-05-05 00:02:00
特里亚,日本71级地震希望人都平安不过福岛还有那么多核废水希望没事不要进入大海啊否则对人类对海洋环境真是大灾难,2021-02-13 22:34:00
移动客户端,不人类命运共同体了吗他们这么做不觉得很毁灭吗,2021-04-13 00:00:00
宇宙最强直肠,日本政府怎么这么穷啊,2021-04-15 00:00:00
那个谁,我觉得确实值得思考一下为什么理论上专制独裁的government却在很多时候真正能够顺应民意而反之则不然,2021-04-14 00:00:00
知乎用户,有人说联合国大而无用天天坐茅坑不拉屎还不赶紧讨论通过爆轰福岛的议题现成研究成果只要执行就成,2021-04-13 00:00:00
淡然,如果美国持同意态度那么他们会不会往西边排污染我国沿海地区,2021-04-15 00:00:00
一个人想要好好活着,前两天因为在某平台看到了不少从我微博搬运和盗图的内容为了以正视听我于是决定也到其他平台自己搬运一些微博原有的内容今天看到一条笔记发的是内国的一座日式庭院建筑和微博上大家习惯性批判的以倭代唐的博文不一样这里大大方方地写明是日式建筑本来以为评论区应该都是一片和谐了吧可是看了头评我陷入了沉思顿时被一种无力感包围顿不知道还有没有必要把微博上的内容往这里搬再想想那些每天在微博上动辄洋洋洒洒几千字或认真科普或口诛笔伐经常就唐风还是日风这种类似的问题杀得血雨腥风的博主们究竟是为了啥啊在其他的平台或者说圈子很多不那么准确的思想和观念可能已经根深蒂固那些被普遍接受的审美和标准还在不断地传播和受到追捧分清唐风跟日风对于国人真的就这么难吗或许真的很难试着搜索唐风日式京都这样的关键词会有很多诸如后几图这样的内容上海有小京都苏州杭州成都重庆都有小京都厦门有小镰仓泉州广州郑州你想得到或想不到的地方都可以有小镰仓原来互联网只是让不同圈子的人在自己的同温层自嗨接受固定的信息然后被洗脑你所坚信和珍视的在别人看来可能什么也不是我们重庆有一句俗话十个说客不如一个夺duó客十个人说好但只要有一个人说不好那就是不好前面的话可能有点悲观和极端很希望有余力的博主们可以把你们的优质内容往别的平台分一分让更多人看到并重新审视我们脚下的这篇土地和认同自己的文化我把截图做了一些简单的处理当然不是为了引战只是希望微博上的热血青年们有空可以去多看看多说话而不要去做一些网暴展现微博人的理性与风采如果有一天网络上可以被看到的都是京都小苏州奈良小杭州之类的文案中华文化复兴和文化自信大概也就都完成了收起全文d,2021-03-02 20:58:00
一笑111111,帝吧官微估计日本几年前就开始偷偷往太平洋里排核废水了,2021-04-11 20:22:00
观海微视角,高之国钱江涛对日核污染水排海可打法律组合拳因此针对日本核污染水排海行为向国际海洋法法庭或国际法院申请临时措施以暂禁日本核污染水排海的实施在国家实践中有先例观海微视角2021421,2021-04-21 00:00:00
Sean,整个日本四岛有37万平方公里咋没有地方倒他们也仅仅只是堆放了福岛核电站的范围罢了周围的因辐射产生的污染区还有大片地方为啥就不放了明显就是怕出钱不负责任的行为,2021-04-14 00:00:00
en昊,同一篇文章到处转载连错误也一模一样北向暖流是向北向东然后到达美国西海岸的不是向北向西发布前也要自己先读遍啊,2021-05-05 00:00:00
高能不带电粒子,日本福岛第二核电站冷却水发生轻微泄漏低情商我要往太平洋倒核废水高情商我们发生了轻微核泄漏,2021-02-14 12:29:00
用户7608640789,日本排核废水后人类未来会有几种可能一逐渐走向毁灭人口剧减变异物种横行被新物种代替二部分人类适应了核污染发生变异形成新物种三开始转移到外太空找到合适的星球少数人到外星球继续繁衍四人类没有挺过疫情地球重启之后海中章鱼变异后登陆进化后统治全球五存活的高科技人类发明时空穿梭机器回到现在并用高科技武器炸掉日本整个岛屿清除核污染并留下高科技医学和技术人类开始繁荣发展收起全文d,2021-05-14 15:35:00
实验菌一亩,之前倒过了没几年大家转头就忘了那年的兮子捕猹少年小闰土鞠躬就完事了东邪影视铜墙铁壁石头更缺德的是日本政府掏了二十亿日元来做宣传美化此次排放核废水行为大家可以看一下微博里有哪些大试图淡化这次事件那他绝对是恰烂钱了,2021-04-11 22:40:00
我到不了 (作者) ,堂下何人状告本官啊,2021-04-22 00:00:00
verbiageeeeeeaz,大熊Catalyst真是很讽刺在日本核废水决定倾倒太平洋的时候我们都在愤怒谴责而从未反省这些随手无谓的举动其实跟这件事并无差别查看图片,2021-05-05 15:09:00
ATM,日本人不是傻瓜如果真有毒跑其他国家丢了国际核能技能也同意他们分30年投入氚有辐射但是辐射距离小到肉眼多看不见对人类动物造成不了辐射伤害,2021-04-16 00:00:00
家电选购日记,这种事情也能做出来无语,2021-04-13 00:00:00
毫无乐趣的zombie,四字网友第一张图还以为是游戏里的模型风魔无下限用这个钱治理核废水吧,2021-05-06 14:07:00
余姚检察,日本福岛核污水罐被地震震歪了据日媒报道东京电力公司称13日福岛附近海域发生73级地震后公司对福岛第一核电站的1074个核污水储存罐进行了检查发现福岛核电站53个核污水罐因强震发生位移偏差在3厘米到19厘米之间不过该公司表示这些核污水储存罐只发生了位移未出现泄漏L人民日报的微博视频收起全文d,2021-02-27 18:44:00
hssyd,这次最奇怪的就是面对这么明目张胆的大规模人为环境污染的政府行为欧美发达国家政府和环保组织及媒体一声不吭,2021-04-13 00:00:00
美国民基会评论员薪资统筹处,孤烟暮蝉日本傻事你们要知道日本在8年前的2013还是用挖坑加三层防水布放核废水的会不会笑出眼泪啦然后结果被发现泄漏查看图片善良的囧囧神钢铁集装箱当初就应该灌铅密封的小日本作为发达国家这个钱都不舍得花宁愿害人害己,2021-05-01 19:17:00
新城检察,福岛核事故10周年福岛核电站厂房上方发现严重污染据日本原子力规制委员会10日发布的调查报告福岛核电站2号3号机组厂房上方可能附着了7万万亿贝克勒尔的放射性物质污染程度远超预期厂房还有引发爆炸的可能目前核电站内还存有超120万吨的放射性污水威胁环境和居民的安全L央视新闻的微博视频收起全文d,2021-03-11 09:28:00
mikkatsukiyuki,我去我怎么不自觉地唱起来了,2021-04-22 00:00:00
朔望白夜,国外的环保主义真的很有意思薄荷_爱的逃避行牛一玶海岸看了一下少女继续发推支持全世界学生周五逃课对日本排核废水目前还一言不发评论里有人提示也置之不理风云sfy瑞典的环保少女呢,2021-04-10 19:54:00
欢淘,可以实现皮皮虾我们走的想法,2021-04-13 00:00:00
日影,盲僧你发现了华点,2021-04-24 00:00:00
长沙医学院医学影像学院,核污染的危害核污染里面的放射性物质还可以通过食物链进入人体在体内达到一定剂量时就会产生有害作用人会出现头晕头疼食欲不振等症长沙医学院医学影像学院2021415,2021-04-15 00:00:00
正在待命玉米,任豪的粉丝在吗爱他就要陪着他一起喝核废水你们要做哥哥的事业粉啊日本首相事业道阻且长,2021-05-01 22:05:00
枫思秋月,太对了哥,2021-04-14 00:00:00
A股趋势说,我是什么样子中国就是什么样子这就是中国今年五一的中国就是中国内在的样子你我是什么样子中国就是神马样子而我们能成为什么样子是我们内在如何努力成为什么样子的今年的五一是我们核世界各地形成了鲜明的对比阿三搞个节日尸横遍野我们过个节全都堵在马路上压马路了但是东方巨龙却将西方的实验室病毒消灭在了萌芽状态导致实验室病毒只能围绕巨龙的轮廓狂魔乱舞却始终无法接近东方巨龙这就是中国的样子我们努力使自己成为我们想要我们成为的样子这就是中国我们看到了阿三的病毒也看到日本的核废水更看到了阿富汗科索沃的战争废墟但这都不是我我们想要的样子而我们努力是自己成为我们现在的样子这就是中国这就是中国的样子我们没有美国大兵的威胁扛刀耍耍大刀我们没有美国的航母随时可以给日本都两颗核弹头或者主导日本将核废水排海我们没有病毒实验室随时让阿三家陷入尸横遍野的病毒深渊我们只会谴责日本不应该随便排海虽然日本排海首当其冲刀是日本自己人虽然日本海上坚决自己杀自己玩我们只会伸出援助之手告诉阿三我们有能力帮助阿三治理和消灭实验室病毒我们世界上最大量呼吸机制氧机虽然阿三还在想着如何听美主子的黑我四川航空这就是中国的样子虽然世界各国的当权者手自己的利益可是民众受到的痛苦是他们实实在在的感受因此友好对当权者并不一定恨重要但是对世界人民却一定会有正面的影响这就是中国的样子以礼待客即使对方并不一定把你当朋友有时候狗咬人并不一定是狗的意愿是因为人家养狗千日用狗一时狗也是不能自主决定的毕竟脑袋上架着不知道几把随时可以砍下去的刀所以我理解狗但是也要防止狂犬病这时候打狂犬疫苗比杀狗更有用不是吗这就是中国当前的样印度疫情日本政府正式决定福岛核废水排海收起全文d,2021-05-03 23:14:00
SsYonkS,您好据说在切尔诺贝利事故过后的几年内苏共中央决定将切周围地区受到核污染的牲畜的肉以百分之五的比例混入国民日常食用肉类供己请问确有此事,2021-04-24 00:00:00
夜格格,日本人太无耻坚决反对他们排核废水,2021-04-10 21:30:00
漆黑的夜,作者有没有想过为什么日本不会像苏联人处理切尔诺贝利一样处理福岛问题苏联牺牲的红军家人们都得到了国家的照顾而日本之前那个辣条人让我怀疑日本人有没有人性,2021-04-23 00:00:00
wenbing yu,食物链顶层还真不是人类人类营养级也就二点几海洋中五六七级的多的是,2021-04-16 00:00:00
头像非本人,哇哦,2021-04-19 00:00:00
小刺球,消失的日本才是好日本,2021-04-13 00:00:00
saramello,那个三千块醉酒视频对人性描述真是淋漓尽致的他妙在哪里呢前面那个醉酒UP一通高谈阔论融合现实和虚幻仿佛要因核废水带领罗德岛攻打霓虹大义凛然看到森蚺性感皮肤时一切戛然而止他瞬间忘记了自己前面说过的所有豪言壮志和悲伤起了色心然后买皮肤开开心心说我永远喜欢森蚺人性真有趣,2021-05-04 19:55:00
伊鲁席尔,我把还是打成但是了,2021-04-16 00:00:00
金兆丽,乌合麒麟任何世界性质的环保机构只要是对日本核废水不闻不问却跑来指责中国环保问题的都是打压中国的政治工具当放屁就行,2021-05-13 12:11:00
血饮,排放核废水暗藏美国毒计唯有中子弹可以解救日本据央视新闻报道日本政府当地时间4月13日上午召开内阁会议正式决定将东京电力公司福岛第一核电站内储存的核废水排放入海血饮2021416,2021-04-16 00:00:00
听取蛙声一片QAQ,10年了核废水搞不定还要往海里排毕竟没人有比本子鞠躬更快的呢,2021-03-11 03:11:00
西行者赶路人,日本倒核废水她装死提到中国倒支棱起来了O日本倒核废水她装死提到中国倒支棱起来了,2021-05-10 22:35:00
梵高的手稿,说起来都是泪莫须有的新疆棉花事件闹得全球风雨日本人朝大海排核废水全球静默这是为什么环保组织呢海洋生物保护法呢西方国家和丑国怎么BBLL了那些平时一个个说中国不环保威胁世界环境和空气质量的环保人士以及专家们怎么不站起来批判他们呢,2021-04-10 17:18:00
环球网,洗地公关日本污招尽出专家核污染不止影响一代人13日韩国外交部召见日本驻韩国大使相星孝一提出严正抗议要求提供核污染水处理相关的透明信息遵守国际社会都能接受的有关环境标准等中国外交部,2021-04-14 00:00:00
疾风红莲,日本开核电站日本人享受核电站出事故全世界买单,2021-04-14 00:00:00
王权富Gay,别尬黑这可没有核废水可怕乔凯文,2021-05-09 12:46:00
智情真学,日本核污染水最佳解决方案鉴于麻生太郎声称核污染水完全符合饮用水卫生标准故最佳处理方案就是将一百多万吨核污染水直接打入日本自来水供水管线智情真学2021421,2021-04-21 00:00:00
