,博主昵称,微博内容,发布时间
2096,泣泣再不见,法医太原市要创建全国文明城市请先把太原市卫健委的曱甴抓干净吧这样举全市之力创文明城市是哄鬼呢老百姓会信你们你们捞政绩老百姓的事没人管少点标语口号公务员上街装样子捡烟头搞点实际的吧为民服务他不行祸害百姓他第一,2020年10月04日 22:12
6045,保定房天下,FBI前员工6年前就抖出美乱疆阴谋蓄谋已久FBI前员工6年前就抖出美乱疆阴谋要让新疆成为下一个台湾近日美国FBI前翻译西贝尔埃德蒙兹2015年的一段涉疆采访视频曝光她在采访中明目张胆地说出了美国的阴谋新疆是中国能源的大动脉我们想要逐渐在中国内部打性别牌种族牌说新疆的少数民族没有自己的土地我们要帮助他们他们遭受压迫说中国在屠杀他们折磨他们虽然美国大打人权牌但真实情况是我们从来不在乎百姓对不起人不属于我们的利益范围除非人可以被利用可以用来达到我们的目的O果然蓄谋已久6年前FBI前员工就抖出了美国乱疆的阴谋L人民网的微博视频收起全文d,04月12日 14:26
1933,小骆白子,丢人die不die放外网让全世界都知道中国是性别歧视大国嘉嘉_爱超蝙一辈子您不害臊吗宅猫April这丢人丢的電波麒麒Alter周可儿极度暴躁别丢人丢去海外了雪糕蓝莓味敌在哪已经很明显了律韬卧槽就这玩意还放海外绝了真是嫌国际看中国人权不够低啊,2020年09月18日 23:16
4290,一缕茶烟透碧纱0220,欧洲多国疫情出现反弹指责别的国家人权问题的时候不先看看自己吗你们为自己的人民带来了什么世界顶尖的医学和完全被甩开的疫情控制能力说实在的你们的医学程度在很多方面是要比中国好的我们正在全力追赶但现在这是不可否认的事实最后呢就这你们的人权是怎么做的不顾人民的生命安全玩群体免疫说真的本着人道主义希望你们好起来的话我都快说吐了真服气你们收起全文d,04月04日 19:40
4712,i-江小白,闹爸王老急1天天叫喊的人权往往最缺乏2歧视亚裔随着中国的不断强盛会越来越严重over,04月06日 06:47
2835,网络义勇军壹师,请问媚痢奸祸终国美国驻华大使馆这就是你们的科学态度吗这就是你们对人权的尊重吗你们代表美国来中国工作想必对汉语并不生疏在汉语里有虚伪无耻流氓无赖等词汇这些词用在你们国家身上是否觉得十分恰当你们觉得应该如何对待这样的国家,2020年12月08日 23:04
658,大疯天儿,哎越来越觉得是这样西方媒体真的是双标鼻祖岛屿与海呀真正在承担大国责任的一直都是中国而美国披着所谓人权自由民主的虚伪外衣四处掠夺,2020年03月24日 23:29
2753,调整漏洞,今年冠新病毒耽误很多时间大家赚钱都不容易为什么还查别人电动车别人电动车是私人买的又不是偷的为什么还要受限制中国还有人权吗人生自由权在哪里私人财物权在哪里2深圳O网页链接,2020年12月01日 23:16
3224,搞笑三好生,这么没人权的事美国政府也干得出来美国联邦调查局利用公交车站显示屏通缉国会大厦的抗议者特朗普承认自己对国会骚乱负部分责任特朗普批准华盛顿进入紧急状态师姐追忆芝加哥枪击案遇害中国留学生L搞笑三好生的微博视频,01月12日 22:30
1510,临沧日报的微博,藏文化学术研讨会在京召开探讨更好传承与发展联合国人权理事会第44届会议的云上边会藏文化传承与宗教信仰国际视频学术研讨会昨天7月15日在京召开会议围绕中国涉藏民族宗教工作西藏和涉藏工作重点省经济社会发展成果等议题展开交流研讨O网页链接,2020年07月16日 23:11
7137,钱局长本人,美国学者在BBC讲几句真相却被主持人频繁打断怒了请听我说完当地时间4月15日美国著名经济学家杰弗瑞萨克斯接受BBC关于气候变化问题的采访节目一开始主持人却以中国侵犯人权为前提来提问萨克斯直言我不知道为什么BBC只去指责中国在侵犯人权为啥不谈谈美国侵犯人权的行为呢萨克斯开始罗列美国在其他国家侵犯人权的具体行径还提到美国国内的种族主义和国会山骚乱中途却遭主持人屡次打断萨克斯最后只能说请听我说完我觉得你有关气候变化这个问题提问的前提就很奇怪环球时报三缺二视频组这视频L这视频的秒拍视频2上海陆家嘴收起全文d,04月16日 22:05
7785,瘋狂旳ShadOw,去年秋中国疫情期间免费给自己的人民打疫苗严厉打击趁机哄抬物价发国难财的行为美国疫情期间疯狂囤疫苗眼睛一闭爱谁谁爱死不死同时美方表示你们中国没有人权没有民主你们种族灭绝你们种族歧视深圳大湾区之声病毒就是美国放出来的然后现在又来做救世主剧本早就想到了,05月18日 18:16
7809,M88面朝大海,扫黑除恶中国老百姓的人权公平正义在那里十四亿中国人老百姓为了伸张正义注定付出生命的代价吗为什么没有伸诉权不管投诉低层高层老百姓总是吃闭门羹十四亿中国人广东省梅州市大埔县高陂镇鸟槎村溜下是残害老百姓现场整个村庄变成繁华交叉的大潮高速公路赔偿款在那里头条新闻,05月18日 11:56
4742,今天一定是锦鲤喔,赵立坚说美方泼中国脏水是想转移视线美国谎言越多越是心虚乱泼脏水在转移视线美国国内的人权危机种族歧视疫情危机不去处理一定是很严重了吧才这样乱说慌转移国内人民的视线,04月07日 22:55
4498,打倒警伞官伞,中国的司法警察牛逼山东高长里被精神病多次到司法部反映至今没有处理市长热线市省长热线多次反映没有处理到北京反映就截访关黑监狱根本没有人权周至法院扩散,04月05日 12:16
7741,松果大美妞,如果说美国真有什么普世价值那肯定不是自由民主人权这三项应该是美元美军美媒全世界都明白是怎么回事有美军做后盾有美媒摇旗呐喊文化输出控制舆论二总Mang郭芒想念马德里的太阳在西方万物皆可意识形态化真的相比之下中国确实是社会层面更科学的国家,05月17日 09:47
3405,法大政法大学考研答疑,发布了头条文章中政考研高端辅导班2021级中国政法大学考研初试人权法历年真题212223年中国政法大学考研中国政法大学考研中国政法大学超话中国人民公安大学山东政法学院中央司法警官学院海南法学院东北大学北京警察学院南京工业大学国际关系学院河南财经政法大学西北政法大学广东财经大学中南财经政法大学河北经贸大学内蒙古科技大学延边大学西南交通大学太原工业学院河南科技学院山东工商学院华南农业大学华北科技学院华北电力大学山东财经大学长安大学长沙学院北京外国语大学兰州理工大学长春理工大学北京交通大学北京联合大学北京化工大学广西民族大学武汉科技大学天津师范大学首都经济贸易大学郑州大学天津工业大学对外经济贸易大学北京理工大学甘肃政法学院北京科技大学宁波大学吉首大学广西师范大学中国政法大学超话法律硕士考研法大考研西南政法大学华东政法大学中南财经政法大学河北大学北京师范大学珠海分校内蒙古科技大学天津科技大学中央民族大学内蒙古大学成都理工大学湖南师范大学树达学院湖南师范大学燕京理工学院北京物资学院中国政法大学考研调剂212223年中国政法大学考研中国政法大学考研中国政法大学超话中国人民公安大学山东政法学院中央司法警官学院海南法学院东北大学北京警察学院南京工业大学国际关系学院河南财经政法大学西北政法大学广东财经大学中南财经政法大学河北经贸大学内蒙古科技大学延边大学西南交通大学太原工业学院河南科技学院山东工商学院华南农业大学华北科技学院华北电力大学山东财经大学长安大学长沙学院北京外国语大学兰州理工大学长春理工大学北京交通大学北京联合大学北京化工大学广西民族大学武汉科技大学天津师范大学首都经济贸易大学郑州大学天津工业大学对外经济贸易大学北京理工大学甘肃政法学院北京科技大学宁波大学吉首大学广西师范大学中国政法大学超话法律硕士考研法大考研西南政法大学华东政法大学中南财经政法大学河北大学北京师范大学珠海分校内蒙古科技大学天津科技大学中央民族大学内蒙古大学成都理工大学湖南师范大学树达学院湖南师范大学燕京理工学院北京物资学院中国政法大学考研调剂O中政考研高端辅导班2021级中国政法大学考研初试人权法历年真题收起全文d,01月28日 21:50
459,李老根201702,新型冠状病毒的疑点和发问引言东方人对于世界一贯总以诗歌颂扬天地的美好而西方人一贯认定世界美不美好是上帝的安排世俗的君主若想世界美好就得用刀剑夺取生存空间如果战争达不到目的那就制造疫情让人口自生自灭此次美国的流行感冒有点像这么回事中国爆发武汉的新型冠状病毒以来美国从总统到各位政客新闻媒体要么对中国抱予冷嘲热讽幸灾乐祸要么公然谩骂各种场合诋毁中国连亚洲一起怎么痛快怎么骂可是老天有眼现在俄罗斯日本居然异口同声已经在指责美国认为美国已经爆发一年多的所谓流行性感冒致使二千九百多万人感染死亡病例一万六千多人的疫情有可就就是新型冠状病毒的同义语并且疑似这个病毒的现状正在发作于是美国不管怎样嘴硬便开始紧张起来了历史上疫情的严重性都有一个词形容人民死亡十室九空庐舍尽废中国政府面对疫情这一次可真向全世界交了一份满意的答案那就是面对灾情不慌乱不隐瞒是什么隐忧就向人民交底向世卫组织坦陈灾情的严重性然后果断地封城围堵隔离病源不惜付出巨大代价向病毒全面宣战可是反观美国美国在干什么一个流行性感冒病毒在全美泛滥成灾一年多治不了人民大量感染死亡以美国强大的国力和科技检疫能力居然根治不了一个流行性感冒病毒说得过去吗所以美国人慌了该慌资本主义制度下政客们好面子自己的疫情治不了自己的屁股擦不干净却对其它国家的灾情说三道四落井下石要么攻击别人的社会制度要么打着人权的愰子干预别国的内政外交充分暴露了自己的恶劣本性和虚伪嘴脸中国政府要求人民战疫期间能不出行尽量不出行出行则必须面戴口罩曾经也被彭斯蓬佩奥之流小题大作攻击为限制人权真是可笑之极现在终于轮到美国的高官和媒体自说自话了口罩缺口三十几亿只而库存不足三千万只晓得厉害了该闭嘴了吧终于看到美国和西方都闭嘴了无论是中东的伊朗欧州的意大利亚洲的日本韩国还是得意忘形的北美大陆新型冠状病毒都在普遍肆虐表明这个病毒就是人类的公敌重灾之下安有完卵没有哪个国家可以置身世外这下美国可要小心了俄罗斯早就指出美国以此次疫情大肆攻击北京政府的种种言论是错误的整个北美西方世界都不以为然可是日本作为美国的最最忠实盟友其理性的声音居然与俄罗斯的批评高度一致亦表示新型冠状病毒不是中国武汉的特产而有可能源自美国不能不说没有很大的根据了前一阶段世界担心中国现在轮到中国担心世界了有消息报道美国副总统彭斯挑起了防控大梁可他居然下令不经总统首肯不能向世界公布美国的疫情这是什么态度和举措所以下面该问问美国的大规模流行性感冒是怎么回事了是否与新型冠状病毒有必然联系收起全文d,2020年03月07日 23:46
5586,痴梦喃语2,其实经过这几年来西方反华势力在香港问题台湾问题西藏问题华为事件尤其是新冠防疫与溯源问题以及新疆问题的各种无底线地操弄最大的成果是解开了中国人困惑近二百年的对西方的政治文明科技文明宗教文明人文文明文化文明历史文明以及自由民主人权平等法制选举等的盲目崇拜和无条件地向往使我们如释重负地可以对自己轻声地说一句原来是这样啊不过如此还是该干嘛就干嘛去吧可以卸下包袱轻装上阵了德先生赛先生该退休了收起全文d,04月10日 10:29
2852,泣泣再不见,101太原市一场大火带走13条生命根源就是职能部门人浮于事漏检导致表面上的火扑灭了可扎根于公务员心理混日子的邪火仍熊熊燃烧这就是太原市卫健委吞咽着患者鲜血踩着患者带血的纱布残肢尸体捞政绩向上爬太原市应该吸取教训整顿吏治抓蛀虫造福百姓否则还有冤魂会缓缓走来为民服务他不行祸害百姓他第一因我母亲普通感冒去世为了指出是太原市太航医院的医疗责任我申请了医疗鉴定这个权利是国家赋予每个公民的医疗鉴定中太航医院和太原市卫健委对我指出是医院的医疗责任以及病历的缺失无异议但不知为何太原市卫健委在拖了1年7个月后已过法律时效同医院又一起否认当时我指出的医疗责任为何有操作有内幕还剥夺了我的医疗鉴定权自此我丧失了可以定责医院的权利国家给公民解决医疗纠纷的渠道被野蛮堵死太原市卫健委由执法者变为违法者国家法律被他踩于脚下我人权被剥夺投诉渠道被堵死已无路可走我只能选择网上寻求帮助我实名举报太原市卫健委权力寻租太原市太航医院就是权力的受益者我真诚希望监察纪检卫生系统的上级部门能来审查先查我举报是否属实不属实法办我如果查出太原市卫健委确实违法请对曱甴别手软我的资料他们2方全有患者儿子李杰日期20184如果本人突然不发贴了那就是在无依法处理医疗纠纷前就被某部门控制自由了那就意味着我的自由人权被侵犯本人既然敢发就无惧后果因为所说全部属实不要总想搞死发现问题的受害者却放了那些制造矛盾违法行政单位山西省人民政府太原检察晋法之声太原中院专家建议放开三胎央视评成都确诊女孩信息遭泄露实施代孕技术或可构成犯罪你离真正的大雪有多远iOS142或导致电池续航变短网友初次约会点2万多火锅中国银行被罚5050万困在花呗里的年轻人杀猪盘我国在月球首次实现国旗独立展示香港反对派议员辞职全部生效2020最后1个月你好十二月微盘点国考行测蛋壳套牢的年轻人如何自救法考主观题股票今日看盘拜登特朗普省考美国大选冬天你好心脏支架从13万降至700元四六级成绩华为发布会十一月国考国考公告国考职位表平安2020第十四个五年规划初级会计成绩中级会计四六级护考苹果发布会教师资格证微信福奇白宫基金A股创业板新冠疫苗疫苗核酸检测口罩美国疫情新型冠状病毒医生收起全文d,2020年12月09日 22:30
5423,桑子羊2020,在中国女拳就是伪概念连基本人权都不具备完善的社会谈女拳就相当于还不会走路就讨论如何短跑长跑,04月09日 14:45
8457,为女儿命案申冤,回复辛酸的维权路感谢正能量博主的评论法制中国下安徽省芜湖警方的警匪随便践踏无辜平民女儿的生命权钢铁铸造的保护伞多年控告无门评论配图辛酸的维权路这不就是杀人吗震惊世界人权在哪,05月22日 03:58
7423,罗意盛,我的心事被恶意朗诵大家作为普普通通的追星的权利平等的中国公民没有人可以以居高临下的态度对别人的真心进行批判指责正义守护是温柔的盾牌而不是刺伤别人的枪甲乙丙丁的丁我的心事被恶意朗诵尊重人权拆信公开太过了,04月27日 22:25
5290,中华义勇军召集人,O重磅发布数字触目惊心美国没有资格指责新中国的人权状况美国驻华大使馆,04月09日 19:44
7033,风语智者739,近日澳大利亚预警服务周刊发表题为新疆欧亚中心地带的中国西部边境的文章文章明确指出美国等一些西方国家出于地缘政治目的支持新疆分离主义和恐怖主义活动将涉疆人权问题政治化极力抹黑中国政府意在破坏中国稳定遏制中国发展文章提到冷战结束后美英就将新疆作为遏华抓手支持分离主义和恐怖主义势力同时美国新保守主义势力从反苏转向遏制中国在中亚地区的影响力美英情报机构通过支持泛突厥主义来削弱俄罗斯和中国实现维护单极世界的目标关键时刻澳洲媒体突然叛变痛批西方抹黑中国拜登万没料到O关键时刻澳洲媒体突然叛变痛批西方抹黑中国拜登万没料到来自网易新闻客户端网易新闻收起全文d,04月15日 09:24
3128,不知为何忙,得一为道曹明PeterTomato生育权是基本人权凭什么剥夺中国汉族人生育权世界上没有一个国家有针对自己主体民族的计划生育凭什么人为减少汉族人口你怎么不计划生育减少外国人口汉人不能坐以待毙彻底肃清计生骗子们欺压汉人的历史罪行还汉族自由生育的基本人权恢复汉族多子多,01月03日 23:02
904,你今天没发文章,所以到底谁是坚持保护人权的国家Youshin_Zoo郁人之而且在病人清醒时拔掉呼吸机还能说成是平安离世明明是谋杀何来平安深圳小天BBC真报道了作为好人好事鼓励这位印度裔护士长不要有心理负担继续拔这丧事喜报水平甩中国内地9条街评论配图,2020年04月28日 23:56
8007,石家庄互联网举报中心,西方国家借涉疆政治谎言干涉中国内政中国绝不答应德国联邦议院人权委员会17日举办所谓维吾尔族人权受侵害的国际法评估听证会中国驻德国使馆发表声明指出新疆事务纯属中国内政中国绝不答应德国借涉疆问题干涉中国内政美国等西方国家基于郑国恩炮制的涉疆政治谎言罗织罪名构陷抹黑中国完全是出于打压遏制中国的地缘政治企图收起全文d,05月19日 15:35
8263,至尊版lcs518,栽赃新疆只为图谋中国1欧盟果然在面对中国时站队美国欧盟议会针对中国点名人权与台湾要求中国就范还要中国撤销对欧盟某些反华人士的制裁可是之前欧盟可是以人权做理由制裁中国哪所以意思是我欧盟要求你中国如何你就给我听话新疆我栽赃你怎样你就是怎样台湾则必须在美日欧的扶持下完成台独之路2美国是国际反华联盟首领海关拦截一批优衣库因为使用了新疆棉理由当然是栽赃新疆棉是强迫劳动美国对中国的愤怒真正的原因是中国在对付疆独与恐怖主义上有了太大的成效3这让美国无法继续在新疆安插恐怖分子无法传播恐怖主义美国实在坐不住了自己打脸自己也在所不惜必须逼中国就范这个世界上不能容忍中国国泰民安和平繁荣CNN甚至帮美国自己逮到的东伊运恐怖份子洗白4日本防务大臣岸信夫先是在4月登上与那国岛远眺台湾对台湾的野心表露无疑请问难道台湾还是你日本的殖民地吗你看什么5现在岸信夫又说日本的军费不会只限于GDP的1而且台湾问题也要积极地视为本国问题可见日本野心勃勃不但在外交上不再掩饰对中国不怀好意而且会在台湾岛内使用一切政经势力破坏两岸统一强化台独跟媚日的势力甚至要扩充军备直接以武力打击统一之势让台湾脱离中国6我在4月底到新疆曾去伊犁的伊犁将军府清乾隆确认伊犁做为新疆的统治中心因为伊犁正是在新疆中心位置于是在伊犁设伊犁将军府在东边的乌鲁木齐设都统南边的喀什噶尔设参赞大臣三方互保伊犁本是新疆中心点可是他国虎视眈眈我国领土7清朝同治10年1871年趁着中国国势大弱沙俄强占伊犁乌鲁木齐等九城左宗棠平定新疆之乱后清廷派崇厚去俄国要谈判收回伊犁九城可是崇厚竟然把大片新疆国土给俄国还要赔偿巨款后来虽然由曾纪泽重新谈判拿回部分领土可是伊犁以西辽阔的国土从此不复属于中国伊犁从新疆中心点竟然变成边境之城看古城想到先贤经略的艰难想到他国对我们无休止的侵夺81842年割让香港失去伊犁以西之后没多久在1895年台湾就被迫割让给日本了列强岂会对中国松手之后是各国不断对我国的侵略与巧取豪夺9列强的本质从未改变只是化妆术更恶心而已给中国几个莫须有的罪名然后这些19世纪的强盗国就公然联合起来威胁恐吓要求中国必须分裂必须积弱必须将国家前途人民命脉交给外国强盗岂有此理请让我们团结请让我们努力请一心一意捍卫我们的国家我们的同胞黄智贤每篇文章均同步于脸书收起全文d,05月21日 18:02
1382,蔚蓝天空好拉风,今天在破站看完郭铁菊关于yin情下美国的枪支股价暴涨的问题底下就有一些人说还是中国好啊幸好生在中国blabla一大堆有必要用别的国家的差距来凸显自己本国的强大吗这种不就是太虚荣自己没有底气而且这种做法真的很肤浅每个国家都有好与坏的方面都有不一样的差异不管是文化差异还是经济差异各方面都有差异不是差距枪支是美国文化的一部分而且这种文化比较深厚他们认为拥有它可以保护自己也可以保护家人朋友大部分人都不太相信government毕竟这是人权至上的国家体制决定的这种观念就像很多国人认为结婚就该买房买房才有安全感30岁之前要结婚这些都是我们文化背景衍生出的观念自媒体井喷的时代下网络成本很低让很多人说话不经过大脑或者他们根本没有逻辑vlog之所以大受欢迎是因为真实真实的镜头真实的记录自己有时候现实生活人与人交往都心累不一定真实所以给了vlog发展的好时机人们可以通过vlog自媒体视频看到他她所看不到的接触到平时接触不到的扩大人们的交际圈从过去的文字到图像再到如今的视频或许在未来人们记录生活的方式变得越来越真实一个视频可以嗅到它的气味做到完全身临其境从过去的逛论坛贴吧帖文博客记录到后面qq空间写日志到现在的人人自媒体时代变化了这些媒介记录的载体也变化了但人们记录生活的初心没有变用已知探索未知世界的初心没有变感谢镜头可以让我们看到和追溯过去的历史的存在也可以让我们畅想未来的可能没有哪一个时代是最好的时代你所拥有的和掌握的那个时代就是最好的时代网络真真假假假假真真用眼观察用脑思考用心发现JC成长日记收起全文d,2020年06月29日 23:29
4895,乐山青年,赵立坚美方对自己积重难返的人权状况心虚不已只能靠将脏水泼向别人以转移视线赵立坚说美方泼中国脏水是想转移视线鲁团分享新华网L乐山青年的微博视频,04月07日 17:28
1803,泣泣再不见,上海太原市要创建全国文明城市请先把太原市政府里的曱甴抓干净吧太原市卫健委阴间阳间都祸害活着与去世的全不放过这样举全市之力创文明城市是哄鬼呢老百姓会信你们为民服务他不行祸害百姓他第一因我母亲普通感冒去世为了指出是太原市太航医院的医疗责任我申请了医疗鉴定这个权利是国家赋予每个公民的医疗鉴定中太航医院和太原市卫健委对我指出是医院的医疗责任以及病历的缺失无异议但不知为何太原市卫健委在拖了1年7个月后已过法律时效同医院又一起否认当时我指出的医疗责任为何有操作有内幕还剥夺了我的医疗鉴定权自此我丧失了可以定责医院的权利国家给公民解决医疗纠纷的渠道被野蛮堵死太原市卫健委由执法者变为违法者国家法律被他踩于脚下我人权被剥夺投诉渠道被堵死已无路可走某斌就直接找医生我只能选择网上寻求帮助我实名举报太原市卫健委权力寻租太原市太航医院就是权力的受益者我真诚希望监察纪检卫生系统的上级部门能来审查先查我举报是否属实不属实法办我如果查出太原市卫健委确实违法请对曱甴别手软我的资料他们2方全有患者儿子李杰日期20184如果本人突然不发贴了那就是在无依法处理医疗纠纷前就被某部门控制自由了那就意味着我的自由人权被侵犯本人既然敢发就无惧后果因为所说全部属实不要总想搞死发现问题的受害者却放了那些制造矛盾违法行政单位晋法之声山西检察山西司法CCTV焦点访谈太原市欺骗包庇剥夺民主监督文明城市文明中国正能量和谐自由平等公正法治爱国敬业诚信友善袒护纵容践行社会主义核心价值观滥用公权力欺负人民群众滥用职权不作为渎职玩忽职守国家公信力破坏丧失人心民意民意调查犯罪中国人民抗日战争胜利75周年收起全文d,2020年09月04日 22:36
8454,耕耘天地333,中国为什么不进步老实在封建制度统治下因为中国尽出浑蛋曾国藩时期应该提倡民主人权平等可是曾国藩还散布这些滥言污语涽淆进步思想这是中国落后的根源更可笑是现在还有人赞誉这一套是不是愚昧人很多而且愚昧人唤不醒更中国之大病,05月22日 05:50
3304,木水人0909,嗨呀是小陈跟996一样啊十万你愿意996自然五万四万也有人愿意996五十万可以找到985的代孕妈妈五万可能就能找个农村的代孕妈妈中国还有这么多穷地方穷人呢偏远山区的妇女可能连人权都没有这代孕要放开了还能是你情我愿就能解释的了的,01月20日 23:25
4735,无邪升达,赵立坚说美方泼中国脏水是想转移视线谎言越多越是心虚不已赵立坚历数美国涉人权问题五宗罪并表示美国人权遮羞布早已遮不住其作过的恶历史和现实都已记录下它侵犯人权的条条罪状,04月07日 23:36
1604,泣泣再不见,太原市要创建全国文明城市请先把太原市政府里的蛀虫抓干净吧外表光亮里面败絮这样举全市之力创文明城市是哄鬼呢老百姓会信为民服务他不行祸害百姓他第一因我母亲普通感冒去世为了指出是太原市太航医院的医疗责任我申请了医疗鉴定这个权利是国家赋予每个公民的医疗鉴定中太航医院和太原市卫健委对我指出是医院的医疗责任以及病历的缺失无异议但不知为何太原市卫健委在拖了1年7个月后已过法律时效同医院又一起否认当时我指出的医疗责任为何有操作有内幕还剥夺了我的医疗鉴定权自此我丧失了可以定责医院的权利国家给公民解决医疗纠纷的渠道被野蛮堵死太原市卫健委由执法者变为违法者国家法律被他踩于脚下我人权被剥夺投诉渠道被堵死已无路可走某斌就直接找医生我只能选择网上寻求帮助我实名举报太原市卫健委权力寻租太原市太航医院就是权力的受益者我真诚希望监察纪检卫生系统的上级部门能来审查先查我举报是否属实不属实法办我如果查出太原市卫健委确实违法请对蛀虫别手软我的资料他们2方全有患者儿子李杰日期20184如果本人突然不发贴了那就是在无依法处理医疗纠纷前就被某部门控制自由了那就意味着我的自由人权被侵犯本人既然敢发就无惧后果因为所说全部属实不要总想搞死发现问题的受害者却放了那些制造矛盾违法行政单位山西卫视山西广播电视台黄河新闻法新社世界人权宣言美国的人权之下新冠肺炎疫情凸显美式人权危机中国人权研究会发文评美式人权中国人权研究会发文揭美式人权危机联合国人权理事会为了公平正义中国人权观察中国接受联合国人权审查中国人权比美国号五倍人权文明城市遇见最美城市46城喜提垃圾分类重点城市创建全国文明城市社会社会新闻社会百态社会主义核心价值观这就是中国军人关注民生民生民事社会创建文明城市文明创建安全文明出行创建全国文明城区太原市创建全国文明城市世界人权日国际人权日世界人权宣言自由民主中国人权老百姓人民群众迪丽热巴高开叉长裙收起全文d,2020年08月02日 22:10
1923,一口时衍,我千言万语还是想骂yg你是回归不看黄历吗中国粉没人权呗你918回归,2020年09月17日 22:51
5040,体育小宇宙,如何看待法国知名媒体造谣其实操作很简单就是搜集梅斯特教授过往一些言论添油加醋地描述一番将其包装成亲华言行使梅斯特暴露在反华势力的炮火之下那篇文章将梅斯特诬蔑为中国的爪牙并称这样一个爪牙不适宜在斯特拉斯堡参与的欧洲城市合作项目中任职这样扣帽子的依据在哪里文章作者弗洛雷斯认为依据就在梅斯特对新疆的评价中梅斯特当时说了什么在中国人权网上可以查到在2019年9月6日于乌鲁木齐召开的反恐去极端化与人权保障国际研讨会上他在发言中表示本世纪初以来恐怖主义很大程度上是宗教极端分子造成的结果全世界的公众期望有助于通过加强手段特别是在中国加强参与打击恐怖主义的斗争我们必须承认中国的政策是最发达和最有效的政策之一特别在预防领域梅斯特说从没去过新疆的弗洛雷斯当然不会承认这一点不仅如此他还对梅斯特百般抹黑欲除之而后快收起全文d,04月08日 16:02
6162,冷眼一丁,美国鬼子只讲眼前利益现在美国遏制中国需要日本这个打手说到底美西方的价值观绝不是什么人权而是金钱正如美国副总统哈里斯直言美国发动中东战争目的就是攫取石油就这么直白就这么无耻为何美国跳出来支持日本核废水入海当地时间4月13日日本政府召开相关阁僚会议正式决定将福岛第一核电站核废水排入大海日本首相菅义伟表示处理核废水是不可避免的问题我们认为在采取全面措施O为何美国跳出来支持日本核废水入海来自凤凰新闻客户端收起全文d,04月13日 23:21
5833,思想的葭葦,然后亚裔骂中国飞蠓战略安全与军控在线白人欺负黑人白人与黑人一起欺负亚裔美国的人权之下疫情下的美国种族歧视,04月11日 08:58
2121,CGTN,中国代表26国批评西方国家侵犯人权当地时间10月5日第75届联合国大会第三委员会一般性辩论举行中国常驻联合国代表张军大使代表26个国家发言批评美国等西方国家侵犯人权强调应立即彻底取消单边强制措施对系统性种族歧视表示严重关切AChineseenvoyonMondaymadeajointstatementonbehalfof26countriesattheGeneralDebateoftheThirdCommitteeoftheUNGeneralAssemblycriticizingtheUnitedStatesandotherWesterncountriesforviolatinghumanrightsandcallingforacompleteandimmediateliftingofunilateralsanctionswhileexpressinggraveconcernsoversystemicracialdiscriminationLCGTN的微博视频收起全文d,2020年10月06日 23:25
6008,潍坊高新传媒,蓄谋已久FBI前员工6年前就抖出美乱疆阴谋要让新疆成为下一个台湾近日美国FBI前翻译西贝尔埃德蒙兹2015年的一段涉疆采访视频曝光她在采访中明目张胆地说出了美国的阴谋新疆是中国能源的大动脉我们想要逐渐在中国内部打性别牌种族牌说新疆的少数民族没有自己的土地我们要帮助他们他们遭受压迫说中国在屠杀他们折磨他们虽然美国大打人权牌但真实情况是我们从来不在乎百姓对不起人不属于我们的利益范围除非人可以被利用可以用来达到我们的目的中国日报O网页链接收起全文d,04月12日 15:24
1970,吕安广,2020年是破除迷信的一年长期以来对西方的迷信被西方国家愚昧应对疫情的现实打破了一是西方普世价值的迷信二是美国金融稳定的迷信三是西医比中医高的迷信四是人权自由民主的迷信五是公知网红作家的迷信前有投敌汉奸汪精卫后有卖国贼汪方季子越黎智英余茂春中国历史上汉奸没有好下场,2020年09月21日 22:33
4298,Azureas,人权不人权不是看你说什么而要看你做什么形势这么大好中国人什么时候改掉酒香不怕巷子深的老思维主动把牌打出去啊越来越佩服教员零時緋月_紅葉宅宋喵本子和德国弃权打奥特曼de小怪兽联大消除种族主义种族歧视仇外心理和相关行为提案反对的国家乌兰克美国,04月04日 17:56
7310,食人族加强版,现在得问题是美国不太可能真的给你和平到2050年应该说这个和平崛起是我们争取得但是能否一路和平下去却取决于西方是否干涉这一过程目前得美国已经是极端主义分子掌控至少三分之一以上得美国人有极端主义倾向种族主义倾向和反智化倾向参众两院美国两党都把反华作为当务之急在这件事情上他们完全统一在拜登上台后马上开始拉帮结伙有计划有步骤得联合围堵封杀中国一步一步得触碰台湾问题得红线掀起香港新疆西藏得人权问题幌子目的明确就是要搞臭中国得形象利用西方媒体丑化中国进而全面围堵封杀中国发展打断中国发展进程利用台海南海东海等问题牵制中国精力消耗中国实力其司马昭之心路人皆知我们要面临非常复杂得形势第一还是要继续坚持扩大改革开放坚定不脱勾与西方更加紧密第二还是要加紧升级国防力量补全各种科技短板保障能源通道安全如果台湾问题确实过了红线我们别无选择唯有一战收起全文d,04月18日 21:28
