,博主昵称,微博内容,发布时间
4853,成都共青团,赵立坚美国人权遮羞布早已遮不住其作过的恶历史和现实都已记录下它侵犯人权的条条罪状外交部历数美国人权五宗罪L央视新闻的微博视频,04月07日 18:14
4455,粤语地区之广东珍玩,据我所知2020年3月许秀中发布报告这份报告可以说是新疆棉花事件的始作俑者她甚至被人扒出一些很不符合常人道德水准的行为明明是中国人为何非要做反华这门生意起底新疆棉花幕后推手在海外的叛徒许秀中1994年出生90后在中国甘肃省嘉峪关市曾就读中国传媒大学后移居海外其父母仍在中国生活丑人多作怪加入外国势力反华担当中国人身份造谣中国没人权没自由没民主有灭族行为比如加入反华势力列席中抹黑中国新疆强迫劳动的谣言谎言总之有什么的负面新闻全赖中国甩锅中国平时还演一些喜剧相声中伤中国言语她不但像被他国反华势力收买还在陪笑遗臭万年可耻可恨2东莞收起全文d,04月05日 15:52
3487,鹡鸰烹苟且,这不是一件两全其美的事是对人权的践踏你永远没办法保证自己永远高高在上总有一天会处在被剥削的一面要醒悟的不是为什么别的国家合法中国没办法合法而是本身错误的事完全就没有任何存在的价值和必要要做的事就是完全抵制何况所谓别的国家用五季使女的故事来警告各位不要陷入这样的未来偏偏有人还要拿别的国家来举例所以承认这件事合法本身就是对二十一世纪文明的蔑视不要问丧钟为谁而鸣丧钟为你而鸣收起全文d,02月05日 22:53
179,林燕华师兄,直击方舱医院大乘佛法佛教大科学刘玉珍老师主讲打赢新型冠状病毒疫情阻击战人民群众有方法视频链接O打赢新型冠状病毒疫情阻击战人民群众有方法刘玉珍老师主讲打赢新型冠状病毒疫情阻击战紧紧依靠人民群众就是中国人权视频链接O网页链接,2020年02月04日 23:16
5451,天使的画笔macross,问题是现在中国的媒体界很多都是公知宣传阵地沦陷光了HW前HR这个是中国传统发声渠道还要加强强哥论势联合国人权理事会110多个国家批评丑国人权说明我们已经在反击丑国人权了,04月10日 23:08
3867,Farecodeath,还靠着低人权优势呢第三豹弹回复尘Victory哈哈尘Victory回复CeceliaSerene也就你们一群弱智认为中国靠偷靠抢能成gdp第二,03月07日 23:14
4636,温秀军Jason,介文汲中国用西方人定的规则打败了西方东升西降美式自由民主制度交不出货了环球见闻台湾美国侵犯人权报告美国疫情无眼联盟不会说的真相叶刘淑仪质问BBC主持人全球疫情我支持新疆棉花来个评论L来个评论的微博视频2杭州收起全文d,04月06日 17:50
8344,自愚自乐用户7503792429,黄鼠狼给鸡拜年美国众议院议长佩洛西在国会两党听证会上以中国侵犯人权为由呼吁美国对2022年北京冬奥会进行外交抵制还妄称如若全球领导人参加冬奥会将丧失他们的道德权威美国为什么害怕北京冬奥会赵立坚道出真相O网页链接,05月21日 04:39
6437,古道西风瘦马_90429,美国政客最大的共同点就是厚黑学学得好哪来的底气和颜面来批评中国4月13日外交部发言人赵立坚主持例行记者会我不知道美方个别政客从哪里来的底气和颜面来标榜美式人权来批评中国的疫情应对O网页链接,04月14日 23:38
2362,泣泣再不见,足球101太原市一场大火带走13条生命根源就是职能部门人浮于事漏检导致表面上的火扑灭了可扎根于公务员心理混日子的邪火仍熊熊燃烧就是太原市卫健委太原市应该吸取教训整顿吏治抓蛀虫造福百姓否则还有冤魂会缓缓走来为民服务他不行祸害百姓他第一因我母亲普通感冒去世为了指出是太原市太航医院的医疗责任我申请了医疗鉴定这个权利是国家赋予每个公民的医疗鉴定中太航医院和太原市卫健委对我指出是医院的医疗责任以及病历的缺失无异议但不知为何太原市卫健委在拖了1年7个月后已过法律时效同医院又一起否认当时我指出的医疗责任为何有操作有内幕还剥夺了我的医疗鉴定权自此我丧失了可以定责医院的权利国家给公民解决医疗纠纷的渠道被野蛮堵死太原市卫健委由执法者变为违法者国家法律被他踩于脚下我人权被剥夺投诉渠道被堵死已无路可走我只能选择网上寻求帮助我实名举报太原市卫健委权力寻租太原市太航医院就是权力的受益者我真诚希望监察纪检卫生系统的上级部门能来审查先查我举报是否属实不属实法办我如果查出太原市卫健委确实违法请对曱甴别手软我的资料他们2方全有患者儿子李杰日期20184如果本人突然不发贴了那就是在无依法处理医疗纠纷前就被某部门控制自由了那就意味着我的自由人权被侵犯本人既然敢发就无惧后果因为所说全部属实不要总想搞死发现问题的受害者却放了那些制造矛盾违法行政单位澎湃新闻山西司法山西政法中国人权观察中国接受联合国人权审查中国人权比美国号五倍人权文明城市遇见最美城市46城喜提垃圾分类重点城市创建全国文明城市社会社会新闻社会百态社会主义核心价值观这就是中国军人关注民生民生民事社会创建文明城市文明创建安全文明出行创建全国文明城区太原市创建全国文明城市世界人权日国际人权日世界人权宣言自由民主中国人权老百姓人民群众美国的人权之下新冠肺炎疫情凸显美式人权危机中国人权研究会发文评美式人权中国人权研究会发文揭美式人权危机联合国人权理事会为了公平正义世界人权宣言收起全文d,2020年10月27日 22:39
1207,北京矿工,很多人挺双标的呀一边骂黑人滚出广州滚出中国一边不断质问美国对黑人种族歧视太严重了美国没有人权,2020年05月31日 23:46
3661,李富华微言,在某些精英集团心里中国人民素质低下不配享受美国人民那种自由民主的骗局换句话说中国精英可能是美国民众的徒弟美国民众素质很高美国政府却能娴熟的编织自由民主人权骗局两国政府的能力水平差距可见斑2北镇市,02月20日 21:38
7502,超高校级的胖达,自己国民都被迫等死了还在担忧中国人权真是有大爱的民族呢,05月03日 21:33
4272,无聊的时候刷个微博,全个地球上除了政教合一的几个国家就是中国的结婚率最高有数据显示高达94远远超过妻权鼎盛的日本近十个点然后这些娇妻贤妻爱妻们为女性的权利干了些什么丰功伟绩呢堕了近七千万女胎招生就业人权全面塌方到数据快追上1940年代,04月04日 22:02
3844,浙江在线,白俄罗斯代表70国在联合国人权理事会作共同发言强调香港事务是中国内政外界不应干涉O白俄罗斯代表70国在联合国人权理事会作共同发言强调香港事务是中国内政外界不应干涉,03月05日 23:13
7341,今日正言,正言焦點不滿五眼聯盟擴權抗中新西蘭盼與中國相互尊重新西蘭外交部長馬胡塔NanaiaMahuta近日在一場新西蘭與中國關係促進委員會的活動上表示對於所屬的五眼聯盟擴大職權到情報分享以外的事務感到不舒服她並表示希望與中國建立互相尊重的關係馬胡塔在出席政府資助的新西蘭中國關係促進委員會NewZealandChinaCouncil時發表演說提到我們對五眼聯盟把關切議題擴大到職權以外的範圍感到不自在並稱已經向五眼聯盟表達不滿我們更願意尋找多邊的機會來表達我們的利益五眼聯盟是在二戰後創立的情報分享組織成員國有美國英國加拿大澳洲和新西蘭但近年來聯盟也涉及了成員國的國防財政和外交事務包括對中國人權議題的譴責與制裁馬胡塔還用毛利人的神話故事龍與塔尼瓦taniwha來比喻她希望的新中關係盼彼此建立相互尊重新西蘭先驅報介紹塔尼瓦是毛利人傳說中一種生活在水中的猛獸馬胡塔說新中不會總達成一致但需要公平誠實地對待彼此收起全文d,04月21日 23:44
5433,看度新闻,哈里斯承认美国为石油发动战争哈里斯说美国过去很多年是为石油而战中国外交部发言人赵立坚近日曾表示美国的人权遮羞布早已遮不住其作过的恶奉劝美方放下傲慢与偏见正视检视自身存在的严重人权问题赵立坚还列举了美方侵犯人权的几条罪状其中一宗罪状是输出动乱美国国会山日报7日发布了一段美国副总统哈里斯的讲话哈里斯称自己参加过很多美国外交政策会议她说过去很多年几代人都在为石油而战而在不久的将来将会为水资源而战L看度新闻的微博视频收起全文d,04月09日 14:34
2981,周奈春绪,澎湃新闻人权蓝皮书10周年研讨真实记录中国人权事业的发展进步O人权蓝皮书10周年研讨真实记录中国人权事业的发展进步分享自澎湃新闻澎湃APP下载O澎湃新闻,2020年12月20日 22:31
6670,天爱504,新冠疫情源头世卫组织已经做出声明美国等国家还要中国负责日本这种反人类的计划却得到美国支持难道我们只能坐以待毙吗美国民众人权第一或许他们觉得日本的自主权比自己的生命健康都重要,04月14日 08:31
5287,江南文殊,美国对外侵略战争造成严重人道主义灾难中国人权研究会9日发表文章美国对外侵略战争造成严重人道主义灾难揭露美国对外动武恶劣行径O美国副总统承认美国为石油发动战争,04月09日 19:50
2963,堪堪何时了,看到知乎上有一波男性说拒绝为女性子宫买单拒绝结婚拒绝生育怎么讲呢我就看到过不少男知乎用户在生育话题下很委屈很愤怒他们嚷嚷着在中国男性没有生育权这种无知愚蠢和自私程度真的很令人赞叹了因为众所周知生育需要精子和卵子这样才能形成受精卵受精卵才能发育成胚胎胚胎发育成熟被母体排出体外就是婴儿开始具有人权而这群人竟然会觉得男性不能干预女性打不打胎是在剥夺他们生育权这就和别人手里拿着一个手机你想要你把钱给人家人家就一定得把这个手机卖给你吗不卖给你就是剥夺你消费拥有手机的权利了吗你不想要孩子你戴套没人能剥夺你戴套的权利你自己买的套自己带上完事后检查一遍是否漏掉女方能怀上你的孩子你想要孩子好啊你别戴套你供给精子然后女方决定要不要供给卵子和受怀孕以及分娩的罪你不能因为你供给精子了人家就必须给你生孩子吧要是好说歹说女方不同意怎么办离婚找代孕五十万一个别说不合法欧洲的子宫了解一下要是问男人为什么想要个孩子那么难别问问就是男人没有子宫孩子还要十个月才能生下来就是使用暴力qj对方也能不好好养胎让这个受精卵发育不了所以男性既然那么为孩子所苦为什么不去发明男性人造子宫呢我相信男人可以的收起全文d,2020年12月18日 22:05
6668,正版龙之梦,美国的虚伪关心的是损害中国哪里管你生命健康人权价值观是幌子自己国内大量的问题已经证明其对人民生命的蔑视所以美国的声音是滑稽最没有资格却发出来,04月14日 08:33
4546,何天恩,BBC中国用手机监视奴役新疆牧民和他们的牛完全无视人权新疆牧民在家用北斗放牛网友BBC连夜赶稿侵犯牛权在新疆阿勒泰的户外放牧时间青河县的一位牧民却安稳地坐在家里看电视丝毫不担心在外觅食的20多只牛走失原来他使用了北斗卫星放牧系统每只牛的耳朵上都装有定位耳标芯片只要一部手机就能查看牛的位置哪只牛在吃草吃的什么草在什么地方吃草全都一目了然收起全文d,04月05日 07:00
7139,杭州网,正片来了绝美新疆生活纪录片天山南北中国新疆生活纪实O正片来了绝美新疆生活纪录片天山南北中国新疆生活纪实世界观美国深镜头丨自由灯塔上的枪声O世界观美国深镜头丨自由灯塔上的枪声国际时评美式双标害人误己揭批美国五大原罪系列评论之四O网页链接美国侵犯人权五宗罪之五双标灯塔的灯下黑O网页链接澳媒揭露美英等国以疆遏华图谋O澳媒揭露美英等国以疆遏华图谋多米尼加中国疫苗保护率不容置疑O网页链接全球连线执着奋斗新的活力芬兰共产党主席瓦伊萨宁眼中的中国共产党O全球连线执着奋斗新的活力芬兰共产党主席瓦伊萨宁眼中的中国共产党全球连线春苗行动在尼泊尔正式启动O全球连线春苗行动在尼泊尔正式启动收起全文d,04月16日 22:02
2410,暴雨梨花针哟,时尚cosmo造谣中国涉疆人权时尚COSMO滚出中国肖战侮辱女性种族歧视藏肉散人的大号转发微博,2020年10月30日 22:48
1661,顺昌草民,8月10日外交部发言人赵立坚主持例行记者会作为反制赵立坚宣布针对美方错误行径中方决定从即日起对在涉港问题上表现恶劣的美国联邦参议员卢比奥克鲁兹霍利科顿图米联邦众议员史密斯以及美国国家民主基金会总裁格什曼美国国际事务民主协会总裁米德伟美国国际共和研究所总裁特温宁人权观察执行主席罗斯自由之家总裁阿布拉莫维茨实施制裁这11个人在涉港问题都做了啥为啥被中国外交部点名制httptcnA6U9q8wl收起全文d,2020年08月10日 23:16
6634,最好的阮小俊,回复米兔豪中国的不少同类救命都比印度高几倍甚至十几倍在印度对外来药物的专利权并不提供特殊的保护仿制允许可以公开进行这个国家制定医疗政策的出发点就在于人权大于专利权记得有款治疗肺癌的专用药在中国一盒卖一万多元在印度只要七百多元可谓是绝妙的天大讽刺世界太大不是什么我们都是第一,04月14日 10:29
4277,王文评论,接受央视采访中国人有底气对美国的人权指责说收起伪善的嘴脸吧L王文评论的微博视频,04月04日 21:30
7473,落课后食乜嘢2,今天的中国大陆社会氛围在尊重生命和人权方面已经越来越向西方社会靠拢整个社会舆论尤其是以教育程度较高的年轻人组成的网络舆论更是如此表现出来的是对社会负面的承受能力越来越脆弱越来越接近普世价值当然这里的脆弱和普世价值都是中性词不含褒贬,05月01日 23:13
5996,Archdaily建筑日报,archdaily商业地产蓄谋已久FBI前员工6年前就抖出美乱疆阴谋要让新疆成为下一个台湾近日美国FBI前翻译西贝尔埃德蒙兹2015年的一段涉疆采访视频曝光她在采访中明目张胆地说出了美国的阴谋新疆是中国能源的大动脉我们想要逐渐在中国内部打性别牌种族牌说新疆的少数民族没有自己的土地我们要帮助他们他们遭受压迫说中国在屠杀他们折磨他们虽然美国大打人权牌但真实情况是我们从来不在乎百姓对不起人不属于我们的利益范围除非人可以被利用可以用来达到我们的目的建筑日报L人民网的微博视频收起全文d,04月12日 15:48
5086,我vfy36_271,嘿嘿社会主义体制下的新中国狗圈大于人权谁给了它们嚣张的权利赶出中国去哪里凉快哪里待着滚蛋,04月08日 11:49
6166,掌上微闻,我发表了头条文章中国人权文件显示自1945年以来美国发动201次战争数百万平民死O中国人权文件显示自1945年以来美国发动201次战争数百万平民死2南宁南宁东站,04月13日 23:03
4245,大湾区之声,社评香港美英的攻击渐成强弩之末美国国务院星期三在给国会提交的报告中宣称香港不再有自治不应享受美国的特殊待遇布林肯在一项声明中说美国表示会通过采取行动让中国和香港官员为他们的作为承担后果美国当届政府显然继承了特朗普政府对港政策的衣钵他们的表态中也是重点重申了维持前届政府的制裁措施即暂停香港独立关税地位将它按照中国内地对待以及制裁香港官员美方没有做采取进一步行动的宣示稍早英国外相拉布也对中方发出指责同样没有具体表示英国将采取什么行动中国全国人大常委会本周二修改了基本法的附件一和附件二目的是完善香港选举办法将反中乱港极端分子排除在香港管治架构之外但人大没有对基本法做任何修订一国两制港人治港高度自治这些基本原则都得到了坚持香港无论在治理方式还是社会风貌方面都将与中国内地保持两制下的明显差异自成一体是不是一国两制用不着华盛顿和伦敦操心定义它由基本法说了算由中国内地和香港社会的实践说了算一国和两制是一个整体香港的选举是中国的区域选举而不是一个国家的选举这一根本定性不容篡改美国和一些西方力量把香港高度自治朝着不受中央任何管治的绝对独立性误导并且鼓动香港与中央对抗有部分港人受到他们的蛊惑对这样的歪理邪说必须彻底拨乱反正我们注意到从去年6月颁布香港国安法到现在修订基本法两个附件正气正在回归香港社会美西方的影响迅速减弱从目前的情况看美西方已经很难继续深度操控香港内部的激进力量他们容易用的制裁手段也大多使出来了在国际上他们搞盟友联动向中国施压已经经历了高潮继续在西方之外扩大动员则基本做不到美西方与中国围绕香港的对峙可以说进入了相持阶段美英等国显得缺乏后劲而中国由于掌握着治理香港的具体杠杆而且有理有法可依已经开始显出一些主动在更大的范围也有同样迹象在新疆问题上疆内形势已经稳定下来华盛顿的制裁措施新疆完全可以承受美西方的政治动员只能在他们的小圈子里发酵一直形不成对发展中国家尤其是对伊斯兰国家的溢出他们的舆论战搞得轰轰烈烈但因为缺少实效他们的声势在达到高点后泄气和例行公事的自嗨都是趋势中国只要确保香港以及新疆局势的向好变化长期持续下去坚决做到不逆转我们就首先抓住了赢得对美这场人权斗争的关键钥匙同时我们要不断在国际舆论场上强化中国的声音争取最大化的国际社会理解和支持坚决做到西方以外的广大发展中国家支持理解香港和新疆治理那样的话我们就抓住了战胜华盛顿围堵的第二把关键钥匙在巩固上述阵地的基础上中国还应追求对西方工作的更好效果将西方对香港新疆问题的纯意识形态反对和包裹着地缘政治祸心的反对剥离开来分别做应有的解释工作推动相互尊重与共存以及开展针锋相对的斗争我们看到西方社会内部一些尊重事实反对谎言的勇敢发声已在不顾阻挠和打压发表出来刺穿那里的舆论铁幕我们相信这样的声音必将越来越多而没有任何谎言能够经得起时间的考验美国纠集盟友一起上的策略很难形成可持续性这样做的声势衰减和实际内容空虚都是注定了的因此不足为惧香港和新疆的事情都只能由中国人做主这个道理和现实趋势都将无可辩驳不可阻挡来源环球时报O社评香港美英的攻击渐成强弩之末收起全文d,04月02日 22:02
66,雨思ss,好文推荐一一为了所谓的人权自由在大火正在杀死一切的情况下在自己国家烧成焦土的前提下澳大利亚政府和消防员一起正常休假欢度圣诞节一一没有澳洲这场大火我都不知道中国33年前这么牛逼O没有澳洲这场大火我都不知道中国33年前这么牛逼,2020年01月11日 21:49
2352,泣泣再不见,帝吧101太原市一场大火带走13条生命根源就是职能部门人浮于事漏检导致表面上的火扑灭了可扎根于公务员心理混日子的邪火仍熊熊燃烧就是太原市卫健委太原市应该吸取教训整顿吏治抓蛀虫造福百姓否则还有冤魂会缓缓走来为民服务他不行祸害百姓他第一因我母亲普通感冒去世为了指出是太原市太航医院的医疗责任我申请了医疗鉴定这个权利是国家赋予每个公民的医疗鉴定中太航医院和太原市卫健委对我指出是医院的医疗责任以及病历的缺失无异议但不知为何太原市卫健委在拖了1年7个月后已过法律时效同医院又一起否认当时我指出的医疗责任为何有操作有内幕还剥夺了我的医疗鉴定权自此我丧失了可以定责医院的权利国家给公民解决医疗纠纷的渠道被野蛮堵死太原市卫健委由执法者变为违法者国家法律被他踩于脚下我人权被剥夺投诉渠道被堵死已无路可走我只能选择网上寻求帮助我实名举报太原市卫健委权力寻租太原市太航医院就是权力的受益者我真诚希望监察纪检卫生系统的上级部门能来审查先查我举报是否属实不属实法办我如果查出太原市卫健委确实违法请对曱甴别手软我的资料他们2方全有患者儿子李杰日期20184如果本人突然不发贴了那就是在无依法处理医疗纠纷前就被某部门控制自由了那就意味着我的自由人权被侵犯本人既然敢发就无惧后果因为所说全部属实不要总想搞死发现问题的受害者却放了那些制造矛盾违法行政单位澎湃新闻山西司法山西政法喀什新增137例无症状感染者新疆抗疫专家建议尽快放开三孩特朗普完成2020大选投票重阳节外滩金融峰会周震南父母医院取消现场挂号我国将迈入中度老龄化蚂蚁公布上市发行方案iPhone12ProiPhone12绿色好看iPhone12蓝色央视呼吁禁止虐动物尽快立法这就是中国态度打工人付定金与付尾款时的区别197653中国人民志愿军抗美援朝70周年国考国考公告国考职位表台湾间谍平安2020亚美尼亚与阿塞拜疆爆发军事冲突雅思方方第十四个五年规划iOS14正式版十月你好初级会计成绩中级会计四六级护考苹果发布会教师资格证微信福奇白宫基金上证指数A股创业板新冠疫苗疫苗核酸检测口罩美国疫情美国大选关注新冠肺炎新型冠状病毒COVID19领土争端华为mate40华为发布会收起全文d,2020年10月25日 22:04
3256,中国网观点中国,观点中国美国在涉疆问题上肆意抹黑制造耸人听闻的谎言但这些发展成就狠狠打了他们的脸近一段时间来美国一些政客和媒体在涉疆问题上无视事实制造种种耸人听闻的谎言和谣言恶意抹黑新疆各族人民的美好生活以达到中伤新疆各族人民诋毁中国人权事业的目的对待这些谎言和谣言最好的办法就是让新疆各族人民美好生活的事实来说话回顾历史可以看到在中国共产党领导下经过建国70多年特别是改革开放40多年的发展在实现从站起来到富起来再到强起来的历史进程中包括新疆各族人民在内的中国人民的经济社会和文化权利公民权利和政治权利不断进步新疆的人权保障取得历史性的巨大成就O新疆各族人民的人权保障成就不容抹杀收起全文d,01月16日 23:04
8325,M88面朝大海,扫黑除恶中国老百姓的人权谁来保护十四亿中国人睁大眼睛看看黑人怎样抽农民的鲜血广东省梅州市大埔县高陂镇乌槎村溜下征收土地建大埔县大潮高速公路垃圾转运站赔偿款在哪里黑人为了抢劫老百姓的赔偿款把活生生的农民户口注销达到目的不择手段抽干农民的鲜血卑鄙无耻环球网,05月21日 08:57
5488,俯首拜阳明夹没好几个,内行钓客地瓜熊老六有内味了坐标西风BBCNN报道如下根据一位良心正义者不便透露免得被迫害冒死记录的视频在中国某地长期居住在地下室的老人每天天不亮就要拿着仅有的全部家当赶往地下更深的地方去谋生计日日如此真是民不聊生毫无人权和自由,04月10日 20:32
8241,平安洛宁,外交部回应佩洛西呼吁抵制北京冬奥会美方个别人为啥害怕各国人士到中国来今天的外交部记者会上有记者问及美国会众议院议长佩洛西以所谓中国人权情况为由呼吁各国对北京2022年冬奥会进行外交抵制赵立坚对此表示美方个别人为什么担心各国人士参加北京冬奥会或者前往中国我想这是因为他们害怕甚至恐惧各国人士来到中国之后就会了解中国人权事业蓬勃发展的事实和真相就会无情戳破反华势力炮制的种种涉华谎言就会发现美方所谓借中国人权问题转移视线掩盖他们的历史和现实人权罪恶的意图就会看穿美国等个别西方国家借所谓人权问题遏制中国发展的用心这更加戳穿了美方所谓民主人权的虚伪面目总台央视记者黄惠馨孔禄渊L央视新闻的微博视频收起全文d,05月20日 01:24
2664,小指的妄想甲,时尚COSMO时尚cosmo造谣中国涉疆人权我投给了反华杂志时尚COSMO滚出中国有肖战就不买这个选项你也快来表态吧,2020年11月23日 23:47
2771,川流不息是川川也是串串,怂的载体一位中国年轻人在西方常年盘踞的人权领域用西方最擅长的艺术创作方式平和的点了一下高贵的西方人不讲武德,2020年12月02日 23:02
1103,翘课上网缨,深圳艾姆勒物流邹辉跃性侵新员工邹辉跃哈哈哈哈哈哈哈哈真的是恶心死我了渣浪恰烂这都不上热搜平常多大点事都能上怎么现在不能了同性恋没人权ta们不是人不是中国人,2020年05月21日 23:43
2970,在馨香弥漫里,澳人权问题专家澳大利亚无权就人权问题指责中国O澳人权问题专家澳大利亚无权就人权问题指责中国,2020年12月19日 22:57
3585,老辣陈香,中国在国别人权问题上的立场是一贯的也是众所周知的基于这一立场中方不赞成人权理事会举行此次特别会议缅甸国内发生的事情本质上是缅甸内政当务之急是国际社会在尊重缅甸主权政治独立领土完整和国家统一的前提下帮助缅甸相关各方按照缅甸人民意愿和利益开展对话与和解并支持东盟和联合国秘书长缅甸问题特使及其办公室的斡旋努力安理会近日发表的主席新闻谈话反映了上述精神人权理事会的行动也应当有助于缅甸政治和社会稳定有助于解决主要问题而不是激化矛盾导致局势进一步复杂化作为友好邻邦中国希望缅甸各方以人民的意愿和利益为重通过对话在宪法和法律框架下妥善处理分歧维护政治和社会稳定中方正同缅甸相关各方进行接触沟通推动局势缓和降温恢复正常我们也欢迎并支持地区国家和东盟为此做出积极贡献收起全文d,02月13日 23:20
7449,淡似远山,中国视协回应郑爽被查郑爽是照妖镜托生的吧又一次法律未定舆论先定性中国的平台媒体被煽动者渗透的很严重突然明白了美国蓬的埋伏万千喉舌不是吹牛皮了媒体完全不把真相和法律放在眼里为掀起网络暴力逼粉丝反党诱导网民各种网暴已经是不要遮羞布的公开无耻至极了为什么不查查秦朝的一顿饭谈成8个亿不查查娱乐圈网络黑社会和境外势力怎么勾结有很多人在逼郑爽移民这些媒体营销号水军努力的方向就是在国际上打中国人权和法律的脸吗收起全文d,04月29日 23:39
3801,广林子MAPH,凤凰新闻佩洛西会见反华分裂分子再次挑衅中国外交部回应中国外交部发言人汪文斌2日主持外交部例行记者会以下为部分实录路透社记者美国国会众议院议长佩洛西日前会见了维吾尔族维权人士双方谈及了新疆当地的人权问O佩洛西会见反华分裂分子再次挑衅中国外交部回应来自凤凰新闻客户端,03月02日 22:28
6311,回直,2021年4月13日日本你要干嘛以后再无海鲜渔民兄弟赶快行动起来水产市场海鲜酒楼从业人员再不行动饭碗砸了吃货们以后想吃啥只能干想啦这将是日本对人类人权鱼类鱼权渔民和沿海沿江居民生存权和发展权远洋运输人员的健康权中国黄海渤海东海台湾海峡南海一线乌苏里江黄河长江榕江珠江沿岸的生态危机渔业生产居民健康国防安全美国海军尤其太平洋司令部所辖第七舰队和第三航队全体现役官兵生命权的共同侵犯罪恶滔天人神共愤必须坚决阻止全力声讨如其继续狼子野心一意孤行必须明确告诉它没有国家会坐视不管必要之时完全应该以核止核既然你无法无天就请你陷入黑暗看起来拜登又打瞌睡了布林肯也不关心中国了美军不出来耀武扬威了解放台湾变得更简单了O网页链接2广州和风雅居L回直的微博视频收起全文d,04月13日 13:02
1031,mgwen888,提刀探花在缅北无籽fire龙果网上看到一则回帖中国卧槽你不是人权第一么怎么坚持复工走经济建设为中心美国卧槽你不是经济建设为中心么怎么坚持封城人权第一结论双方均出现重大战略误判,2020年05月13日 23:21
3338,阿特曼139,郑爽首先她作为中国公民她有自我发声的权利这是基本人权其二她才是一个公众人物,01月23日 22:09
1649,恐布鞋e霉国不配讲人权,仇视社会的恰恰就是这些恨国蛆只要有一点事都会扯上国家扯上党政开口闭口说中国没人权中国人不会毒利思考骂中国人奴隶凡这样的蛆虫必将被中国人唾弃,2020年08月08日 23:02
4630,Vivien会好好走路,社会主义核心价值观是社会主义核心价值体系的内核体现社会主义核心价值体系的根本性质和基本特征反映社会主义核心价值体系的丰富内涵和实践要求是社会主义核心价值体系的高度凝练和集中表达富强民主文明和谐是国家层面的价值目标自由平等公正法治是社会层面的价值取向爱国敬业诚信友善是公民个人层面的价值准则这24个字是社会主义核心价值观的基本内容富强民主文明和谐是我国社会主义现代化国家的建设目标也是从价值目标层面对社会主义核心价值观基本理念的凝练在社会主义核心价值观中居于最高层次对其他层次的价值理念具有统领作用富强即国富民强是社会主义现代化国家经济建设的应然状态是中华民族梦寐以求的美好夙愿也是国家繁荣昌盛人民幸福安康的物质基础民主是人类社会的美好诉求我们追求的民主是人民民主其实质和核心是人民当家作主它是社会主义的生命也是创造人民美好幸福生活的政治保障文明是社会进步的重要标志也是社会主义现代化国家的重要特征自由平等公正法治是对美好社会的生动表述也是从社会层面对社会主义核心价值观基本理念的凝练它反映了中国特色社会主义的基本属性是我们党矢志不渝长期实践的核心价值理念自由是指人的意志自由存在和发展的自由是人类社会的美好向往也是马克思主义追求的社会价值目标平等指的是公民在法律面前的一律平等其价值取向是不断实现实质平等它要求尊重和保障人权人人依法享有平等参与平等发展的权利公正即社会公平和正义它以人的解放人的自由平等权利的获得为前提是国家社会应然的根本价值理念法治是治国理政的基本方式依法治国是社会主义民主政治的基本要求爱国敬业诚信友善是公民基本道德规范是从个人行为层面对社会主义核心价值观基本理念的凝练它覆盖社会道德生活的各个领域是公民必须恪守的基本道德准则也是评价公民道德行为选择的基本价值标准爱国是基于个人对自己祖国依赖关系的深厚情感也是调节个人与祖国关系的行为准则它同社会主义紧密结合在一起要求人们以振兴中华为己任促进民族团结维护祖国统一自觉报效祖国敬业是对公民职业行为准则的价值评价要求公民忠于职守克己奉公服务人民服务社会充分体现了社会主义职业精神收起全文d,04月06日 18:12
