,博主昵称,微博内容,发布时间
4479,七月男友现世宝,又到了二鬼子警告滚出中国喝核废水环节能不能来点新的呀来来回回这样骂都骂了三个月了骂了又能咋滴米卡的歌就是出圈了力丸就是舞蹈赞多舞蹈冠军他就是啊你能咋说你弟弟那么牛咋不也拿个冠军呢差不多的选秀差不多的脸蛋我为什么不能搞点新鲜玩意啊车轱辘转真没意思哈艾回都是粉丝白花花砸出来的出道位你们咋不去骂皇族呢人要向前看over再也不看挑货了收起全文d,05月15日 12:50
2187,FXRcherish,引进日本核废水恰到好处,05月09日 21:15
6801,奋发的小胡子,日本核废水入海对中国有何影响小日本政客的心果然是大大的坏坏透了2北京,04月14日 23:59
3730,zy2321,看着日本好像多讲究环保似的可核废水怎么不好好处理一下反而要直接倒海里,05月13日 12:34
3069,深冬自闭主义,巨人最终卷加页为踏马什么啊到底别给自己加戏了求求你了你烂在核废水里吧谏山创不要存在不要出现塔塔开所有作战单位给老子瞄准谏山创的狗头轰他娘的塔塔开一孜莫塔塔开,05月12日 23:52
3174,黑道太子张光宗,水至清有没有鱼我不知道我只知道没有鱼的水是核废水我管你是唯几喜欢抱团的只有弱者和辣鸡,05月12日 16:38
5329,坠进暴风雨前的夜,我参与了鍋盖頭司令发起的投票你觉得日本应该为核废水排泄赔偿么我投给了不应该这个选项你也快来表态吧不是我审题错误了我不是我没有我没那个意思,05月17日 00:12
6601,钓鱼的图拉真,孝之巨人登场UltraMaxVapor这个核废水其实是达标的现在的国内舆论应该是为了敲打日本最近的行为,04月11日 19:05
4411,山楂树下山楂果儿,肖战有演技日本核废水可以喝,05月15日 16:33
2125,福尔摩Caesar,一个侵略者的国家菲特泰斯塔羅莎我们的火箭掉水里就危害全球他们的核废水就安全环保日本傻事目前日本雅虎新闻首页的新闻底下的评论第一条43万赞_查看图片,05月09日 23:35
4090,兔几-,水乳快用完了也没钱买太痛苦了想买黛珂也不敢买日本为什么排放核废水,05月14日 11:24
1088,东歌Eastar,难怪鲁艺兵美国支持日本往海洋倒核污染废水原来他们早就做过了,05月07日 18:21
2639,用户7604847204,敢排核废水我要打十几个L用户7604847204的微博视频,05月10日 06:37
3254,大石头aab,司马平邦我参与了羊又走丢了发起的投票你们觉得日本会不会早已偷排核废水我投给了会这个选项你也快来表态吧,05月12日 12:23
7168,徐嘉博士,健康小知识核废入海对我们的健康有什么影响这是一场生态危机关乎每个人未来的命运我们对各种海洋污染了解多少又该如何更有效地从容应对日本核废水入海危害有多大健康科普汇微博健康生活微博健康养生徐嘉博士的微博直播,05月01日 19:30
3022,军部六哥,日本核污入海引发韩国抢盐潮记得老家亲戚2011年买了好多盐连吃再送好像历时8年在19年才消化完如今韩国这一幕太熟悉了抢盐抢的都涨价了其实早在2011年的时候韩国不仅抢盐就连海带都被抢空了日本这核废水入海已成定局祸害全人类的行为马上就成为现实或许已经是事实了六哥说事,05月11日 09:43
10040,磨砖作镜积雪为粮,我建议本子核废水卖给呆蛙各取所需皆大欢喜也促进了双方的友谊,04月10日 17:28
1972,mimimimi2005,可以用恒河水和核废水干杯想想都刺激,05月09日 12:55
2610,沙雕掌门人,日本这位喝了核废水的官员还没变异去打哥斯拉L沙雕掌门人的微博视频,05月10日 08:46
10242,编辑态,内含子小孩儿能拎的这么清楚说明后面有人指点无穷的探索一玶海岸看了一下少女继续发推支持全世界学生周五逃课对日本排核废水目前还一言不发评论里有人提示也置之不理风云sfy瑞典的环保少女呢,04月10日 14:52
5185,酒啾王,哇唧真是不要脸哇唧唧哇INTO1官博官博也是ah核废水稚屿听风没有背靠大公司所以只能由粉丝保驾护航可是私生可以把镜头直接怼脸黑超被人顶置在前是粉丝不努力吗是他不努力吗一次次付出换来一次次的伤害我们要的只是一个公平公正而已这难吗是做不到还是不愿意呢,05月17日 11:08
6368,体贴的大订单,说起日本打算排放核废水大家并不清楚这个核废水是不是通过处理的然后一直骂如果真是没处理过的废水日本作为一个国家再缺心眼也不会正大光明的宣布自己要把真正的废水排到海里了L体贴的大订单的微博视频,04月11日 21:21
10204,尚书堂总堂主,日本核废水污染大海L尚书堂总堂主的微博视频,04月10日 15:11
1281,皮皮虾的谷子,德国反对美国放弃新冠疫苗专利保护提议小日本排核废水还会告知一下全世界让大家知道有多坏然而这丑国可在几十年前偷偷干了,05月07日 11:24
4828,谌正狻,台灣之胱泌尿科診所老培回覆唉嘿呦好多人誰阿唉嘿呦好多人都说日本处理的核废水比中国核电站排的冷却水的辐射量都小,05月16日 03:24
8502,Cachemirasi_吴易,一旦核废水污染了海洋这样震撼的场面就很难再见到了吧,05月02日 15:44
9341,YS510,北京时报报道日本天气问题不了解还望想我们中国钓鱼岛你们日本佩吗中国钓鱼岛我们中国内政你们日本好好想核废水多大的事管我们中国钓鱼岛什么事钓鱼岛是我国固有领土你们冲绳岛多大的事我们中国钓鱼岛是我们中国内政而西方国家不要仗着你们西方国家霸权就可以插手他国的内政我们亚洲国家不是你们美国不把你们美国那套拿来我们中国做比较我们中国国家受不起BJC报道收起全文d,05月04日 22:34
5046,作家孙逸轩,日本冲绳误将生理盐水当疫苗注射生理盐水还可别把核废水输进去就行,05月17日 18:18
471,青雀无尘-,丁太昇道歉直接送去喝核废水喝饱了去援助印度它应该会很开心我真心的建议喜欢哪就去哪同情谁就去帮谁别只会发微博逼逼赖赖让人看不起,05月05日 00:48
2171,波澜壮阔塞纳河,就是一个恩不点科技飞升了选择基因飞升了真飞天馒头这次倾倒核污染废水就是计划的一环还有四年时间日本人可以变异出单体克服重力突破大气层的能力直接飞上月球建立月面基地,05月09日 21:53
932,无心简影,日韩外长在七国集团会议上的会谈不欢而散日本外相茂木敏充和韩国外长郑义溶5日在伦敦举行大约20分钟会谈是两人首度会面共同社报道日本会就排放福岛核废水一事继续提供必要信息同时对韩国谴责有关措施的对外宣传表达关切韩联社引述郑义溶的言论称反对日本没有与邻国磋商就决定排放核废水的决定指此举会为韩国民众健康安全及海洋环境带来潜在威胁强调需以谨慎态度处理另外两国外长重申在朝鲜问题及地区稳定而言日韩及与美国的合作非常重要他们也同意为了改善关系两国外交部门会继续沟通收起全文d,05月06日 00:54
1060,多恰一口草玫,你妈生你的时候一定是把你的脑子连同脐带一起剪断了才生出你这么个贱批核废水喝多了把你b也堵住了给你rb爹舔臭脚舔的开心吗这里是China一天一rs到处乞讨发疯的霉菌之子带着你的粉滚回加盘辱华咖就别来蹭大明星热度了不给素人抬咖哈,05月07日 19:15
4952,里十九,前段时间看了一篇穿越文女主角叶灼从未来而来未来世界海洋被污染了也没有海洋动物所以叶灼看见这个时代的海很兴奋不禁怀疑真的有叶灼这个人因为日本都开始排核废水了,05月17日 20:35
7105,佛罗伦萨的蜗牛,事情是这样的今天中午拿到饭的时候发现里面的肉排在我隔离的10天里已经吃了有十次了顿时就没有了世俗的欲望草草地吃了个方便面然后期待着晚饭吃什么六点多钟他送过来了隔着袋子不知道里面是什么打开一看懵了是那条第一天见过看着像是在核废水里捞出来的鱼我甚至连包装都没打开就放一边了现在是10点我好饿我打开了中午的饭盒米饭比西伯利亚寒流还要冷但第一次觉得那块肉这么好吃果然饿了连吃屎都是香的收起全文d,05月01日 22:15
3258,狂暴刷题组长,谏山创是核废水入脑了吗太离谱了吧,05月12日 11:58
8122,Z-joker1993,任豪没有人比R1SE更爱R1SE没人比我更懂核废水,05月02日 22:09
7622,普瑞缇卜一,你看看人的力量可太渺小了既不能预知未来又不能阻止日本排核废水,05月01日 00:04
4314,橘子季节,上帝欲其灭亡必先使其疯狂这特么的脑子里都是核废水才能干出来这事儿让大家发表意见谁的意见不同就扣工资的bt这样的人还自称佛门子弟是坏事干的太多心里求安慰吧,05月15日 23:23
7325,温秀军Jason,日本东岸近海66级地震似乎大自然又在提醒日本不要乱排核废水小凡L小凡好摄的微博视频2温州,05月01日 13:05
5650,DM48-蓝胖子,自己随便翻译英语翻译关于在福岛核电站的核污染废水的最新报道再一次展示了日本方面处理事件的不力并且如果日本将废水入海我们将会在这一决定是否如之前所说的那样理性是否基于科学是否可靠上画上一个问号contaminate污染的Fukushimanuclearpowerplant福岛核电站poorhandlingof对处理不力putabigquestionsmarkon画上大大的问好rational理性的sciencebased基于科学的收起全文d,05月19日 08:48
2725,Johyen_徐克鱼,草賣羊肉的咩咩咩早早就预言了核废水导致的海洋生物变异是神作没错,05月11日 23:20
805,最高slayer,有人说我被张彬彬粉丝截图哈哈哈哈张彬彬胎毒辱华捡漏咖不能说怎么学着小日本的做派只准自己排核废水不准别人发博讽刺这是又学偷国人又学小日本啊,05月06日 12:33
2627,马里亚纳de沟,期待大神画一幅Howdareyou查看图片乌合麒麟任何世界性质的环保机构只要是对日本核废水不闻不问却跑来指责中国环保问题的都是打压中国的政治工具当放屁就行,05月10日 07:40
2529,山海寸心,Aroseis在雅虎新闻评论栏日本人狂骂不要把火箭碎片扔海里俺寻思恁国核废水排得那么起劲有什么脸这么说哦,05月10日 12:07
1241,饭豆子翻斗子,核废水盖浇饭安排上啊日本傻事为了营销大米还真是啥都能做那我也帮日本宣传一下日本大米造假系列O网页链接,05月07日 12:48
2160,菲特泰斯塔羅莎,我们的火箭掉水里就危害全球他们的核废水就安全环保日本傻事目前日本雅虎新闻首页的新闻底下的评论第一条43万赞_查看图片日本傻事大部分残骸竟然大气层里销毁了剩余也掉海里了真太可惜了没有砸到这些造谣的欧美和日本人头上查看图片,05月09日 22:19
5961,误界,畜生王朝主动在大米添加重金属砷在母鸡饲料添加重金属锰等等在自来水瓶装水饮用水添加砒霜甲醛甲醇不锈钢重金属超标更不可理喻一个小小的日本在大海添加点核辐射废水种族灭绝人性灭绝都一模一样还天天叫嚣一定要分个高级低级二十三世纪都快没有完整的人来承继了却天天叫板为了救国救民在所不辞,05月21日 15:46
4354,孤竹国永平府888,卢克文问一下这位美少女日本宣布倒核废水时你在干什么,05月15日 20:21
7284,-笑玖-,脑子里没有五吨核废水想不出这出来西风_豆乳玉麒麟厨正気か慈悲的短剑读书让我快乐你们日本人是不是这里有算了雷霆圣殿骑士好彻底葬送日本的未来風見97郎那你们牛批GBWL在夕阳下逝去厳しい状況下にあってもそれを乗り越える日本人の力が五輪を可能にする,05月01日 14:34
971,猫咪超级甜,很烦哦日本把核废水排进大海日系护肤品还能不能买来用啊我的cpbsk2,05月07日 22:56
691,朱葛卧龙loooong,快去日本喝核废水吧有大病,05月06日 16:02
8028,爱吃鸡肉卷的猪,任豪没有人比R1SE更爱R1SE那肯定的没通过你任豪少了解r1se内娱塌房第一人要点脸一天天屁话这么多核废水喝完了吗,05月02日 22:19
3523,总得吃一口,江西气象微博专家称核废水恐损害人类DNA基因损害会持续数千年,05月13日 22:49
5781,丶英格兰的气质夫人,日本新冠疫苗接种率为发达国家最低日本排核废水喝废水都不怕还怕新冠呵呵呵,05月20日 15:44
1008,监狱侠Aek-971,确实是但是老毛子的那些核事故离中国有多近日本这个往太平洋倒核废水洋流早晚要带到中国沿海作为中国人要站在中国的立场上维护中国人的健康利益吧站在日本人的立场上说几十年前苏联有那么多核事故难道日本现在倒核废水就合理,05月07日 21:11
7846,藕盒精灵,任豪没有人比R1SE更爱R1SE看出来你爱了请问你用核废水敬酒吗这时候就别生cue团魂了吧真的无语塌房团赶紧解散吧求求了,05月02日 22:59
2451,九号球是我,被3岁男童摸腿反遭骂是谁反应过度说什么性早熟的扯你的蛋呢你家孩子三岁性早熟喝核废水变异了是吗,05月10日 15:41
340,一只快乐的柠檬怪,妄寻自渡龙行九式说实话这位教授既缺乏科学求证精神又无党的实事求是底蕴完全脱离社会加拿大医疗怎样既使不了解其全系统运作也多少听听经历者的感受日本的这个哏至少在公知嘴里讲过三十年了今天象是才听说般日本怎样看看核废水处理的态度不就知道了真TM纸糊的的教授,05月05日 10:41
4463,连夜改名未果,政治工具跳梁小丑罢了乌合麒麟任何世界性质的环保机构只要是对日本核废水不闻不问却跑来指责中国环保问题的都是打压中国的政治工具当放屁就行,05月15日 13:41
2852,罗合带,核废水喝饱了,05月11日 17:10
5782,美在环江,日本倒核废水她装死提到中国倒支棱起来了O日本倒核废水她装死提到中国倒支棱起来了,05月20日 15:40
4291,未佚,电影19211921选角导演和制片是恒河水喝多了还是核废水喝多了没喝多的话我请你们多喝一点治治脑子啊,05月14日 00:04
5704,符良英1991,坚决反对日本政府把核废水倒入海洋海洋那么美天空那么辽阔保护海洋环境人人有责地球只有一个不要搞事情望自重,05月20日 21:27
10267,12345zq,果然什么都是生意一玶海岸看了一下少女继续发推支持全世界学生周五逃课对日本排核废水目前还一言不发评论里有人提示也置之不理风云sfy瑞典的环保少女呢,04月10日 14:33
2920,LucasNull,Knowntoallthattheseepagehasbeencontaminatedwithreactorsthatmelteddownduring2011nucleardisasterinFukushimaDaiichipowerplantTheinitialsattempttotreateditwereONLYpartiallysuccessfuljustleavingsignificantisotopeslevelsJustreadWashingtonPost日本政府正式决定福岛核废水排海收起全文d,05月11日 14:28
6218,股道绅士,明日主线题材推演1主流题材次新股泰坦股份八板舒华体育四板地铁设计与葫芦娃和征合工业三板然后海天股份共创草坪机构潜在趋势二板泰坦周四尾盘模仿顺控做分离周五开盘十分钟结束战斗做连板确认中间三四板梯队周四周五跟随晋级泰坦周四周五是典型的分离和确认这两个时间节点质量高后面再炒作就是情绪多一些了包括周四五跟随上涨的三四板也是感觉高位不好介入的可以再等待下一次的情绪分离然后找新的二三板三只近端次新C中金辐C中洲C共同记得以往近端无限制炒作持续性最美不过三天明牌后博弈点在低吸隔日不反包就是离场点碳中和核心票形态二波预期行情豫能控股七天六板长源电力四连板领涨连带着中材节能这些目前分歧发酵中还没扩散盯着核心即可现在越来越明牌也谈不上先手了信则有不信则无看自己模式是否能覆盖断板不反包即离场点简单纯粹2正在轮动钢铁定性是题材切换轮动原本周四已经分化要回调突然出来利好续命也是减亏机会重庆钢铁三天二板安阳钢铁三板我感觉性价比一般了如果非要炒炒记得断板不反包就得走了氢能源雪人股份四板美锦能源首板目前处境涨也行跌也罢所以后续只看是否有超预期走势出来一般分两种一种是龙头主动继续干然后出来跟风一二板或者跟风主动一二板然后带动龙头继续涨所以出现超预期走势可以试试3潜在发酵生育相关其一是二胎龙头金发拉比也有医美首板高乐股份新华锦然后辅助生殖跟随港股锦欣生殖先半年三倍后腰斩再反弹炒作目前小范围有人吹首板麦迪科技留意一进二兴趣电商周末媒体报道抖音做兴趣电商的事龙头华闻集团二板然后引力传媒广博股份日出东方医美龙头金发拉比然后览海医疗二板澳洋健康华神科技新华锦等首板按理说轮动题材肯定是要重视前两天机会但目前他们已经一二板都有而且板块队形还不错后续只剩博二进三或一进二了不排除再涨一天类似钢铁所以符合自己模式审美的试试不符合就算了日本核废水同样也是周末发酵的新闻日本政府决定将核污水排入大海有没有发小表格的几个方向检测是一个问题是全世界皆知检测到了然后呢废料处理可已经排到海洋了还有个淡水鱼周五大湖股份首板今日看盘A股美股收起全文d,04月11日 22:26
7953,·奶油濃汤味小熊·,任豪没有人比R1SE更爱R1SE够爱就一起去喝核废水吧谁抢得狠谁就是真兄弟养乐多没有针对其他人的意思,05月02日 22:35
2785,一只野獭兔,还就你们佛系平和笑掉大牙真佛系就把你们那张造谣生事的批嘴给爷拿去喝核废水身为王八做到喝水这点应该不难吧洗洗余孽说不定来世能给你们个畜生道,05月11日 21:42
7288,藤原轩酱,全面防控青少年女性等重点人群吸烟笑死下一步就是全面禁止女性买避孕药禁止堕胎了吧连女性是吸烟重点人群这种p话都说的出来还不如打包送去日本喝核废水创造生命价值呢,05月01日 14:18
7473,五岁的北北,追创挺喜欢力丸的也没在意过他国籍毕竟最开始就知道是国际团肯定会有日本人我还磕好多鱼CP也没在意过国籍但是看到这个微博后立刻就好感值10000了我不太清楚为什么也不懂粉圈的各种操作但是我觉得这个微博在随意捏造不实且具有侮辱意味的话题我喜欢国风的刘宇看到这个微博就突然上升到国籍矛盾了他这么诋毁刘宇是为了什么他喜欢力丸就喜欢呗为什么要诋毁刘宇明明在一个团里诋毁队友是什么操作为了把对方的粉丝拉到自己阵营还是为了让对方凉透然后连累整个团搞不懂我不喜欢这个博主力丸也不喜欢了爱咋咋的吧他就算跳舞好那他也是日本人日本政府要倒核废水了以后海鲜莫得吃再久一点水循环个几圈陆地上的水资源也会被污染然后食物被污染大家一起吃污染的粮食要么一起变异要么一起死啧上个世纪日本遭受了美国核袭击这个世纪日本用核武器袭击全世界心情都沉重了追星都开心不起来收起全文d,05月01日 10:13
5815,五维盒,外交部发言人办公室五维盒坚决反对日本排放福岛核废水入海坚决反对美国把新版雄蚊子投放到美国,05月20日 12:36
2099,ZZF_YYMM,Howdareyou乌合麒麟任何世界性质的环保机构只要是对日本核废水不闻不问却跑来指责中国环保问题的都是打压中国的政治工具当放屁就行,05月09日 11:31
9607,365-厦门大雨,东京饮用水致癌物严重超标有吗日本核废水是可以大口喝的美国也证明是安全的可以排入大海的,05月04日 14:07
8973,败家草,疾风中青勁草地球越来越危险了我们回火星去吧战略安全与军控在线日本福岛核废水中不仅含氚而且还含62种金属放射性同位素它们存在时间长有化学毒性废水中的碳14半衰期为5700年历史上从未有如此大量的放射性核素排放到海洋里去它对海洋环境及生物链带来的影响难以预料,05月03日 19:18
6549,军威长风,华商网10年前的311大地震导致日本福岛第一核电站堆芯熔毁放射性物质外泄而事故产生的大5问日本核废水日本福岛百万吨核污水将持续30年排入大海O网页链接,04月11日 19:36
6307,-TopGun-,他说的是樊别紧张安若素的星相馆骂谁呢一张嘴就把整个四川全打了我们这不是正在骂它的嘛再说核废料一进海要随着水循环进入大气的吃不上一手也有二手谁逃得了夹后余生惪之翼人在四川吃不到核废水所以不需要为这些话承担任何责任呢安若素的星相馆TopGun,04月11日 21:49
6815,维v多d利l亚y微博,抵制日货是一个有效手段XW老狼兄反对也没用因为核废水排海必将使中国沿海受到重大损失和危害而损害中国利益和阻挡中国发展是美国美国驻华大使馆政府的既定政策所以日本政府核废水入海决定美国政府完全认同并予以感谢在美国同意且日本决定了的情况下反对又有何用现在应考虑如何反制,04月15日 23:58
3078,作家神棍局局长,日本强排核废水将使海洋生物失去家园日本核污染水事件始末我们必须阻止核污染扩散到整个海洋如果核污染再这么扩散下去的话会扩散到沿海国家和地区我们必须做点什么阻止这场灾难,05月12日 23:09
1685,给自己求一支上上签,昨晚做了个噩梦发现核废水催化出一大批怪兽我们这些离日本近的地方首当其冲每天都在和怪兽做斗争最后长达三年的战役下来和怪兽签订了和平条约开始联姻沟通交流以及互通有无不过虽然有条约在还是会有不少怪兽违反条约吃人而且过年的时候按照条约还要把怪兽接回家一起过表示诚意与友好那个时候是除夕夜天黑了没有烟花我非常害怕但硬着头皮回家的时候奶奶出来接我了然后所有的害怕和担心都没有了就只记得握着奶奶的手很温暖很安心收起全文d,05月08日 07:48
7968,学魔法的工科生,任豪没有人比R1SE更爱R1SE他难道不是要去喝日本核废水吗怎么还在蹦哒,05月02日 22:33
9825,那个什么真是烦人,鞠躬生物的基因本来就是大自然赐予的核废水的排放也属于地球环境变化这种变化刺激生物基因变化是自然规律是地球生物演化的必然鞠躬mlgb该从地球上消失的国家,04月10日 20:29
4023,千万不要买,日本核废水倾倒后奥特曼生存现状千万不要买数码奇妙月一分钟聊数码L千万不要买的微博视频,05月14日 14:25
3579,土耳其半熟蛋,九敏啊好想吃薯条三兄弟核废水应该不会影响到薯条三兄弟吧,05月13日 19:59
1330,KINGV博,国内资讯美核试验地区核辐射超切尔诺贝利10倍据环球时报报道美国哥伦比亚大学发现太平洋岛国马绍尔群岛的核辐射水平高于发生核泄漏事故的日本福岛和乌克兰切尔诺贝利相关报道指出自二战后美国在马绍尔群岛进行了至少65次核试验科学家采集了土壤样本对核辐射物质进行测定他们发现有些岛屿的核辐射强度是福岛的10到1000倍是切尔诺贝利禁区的10倍日本政府正式决定福岛核废水排海美国务卿发推感谢日方明显努力L超级科普小分队的秒拍视频收起全文d,05月07日 07:24
7681,变身小精灵哇,任豪沒有人比R1SE更愛R1SE贱不贱说就说了吧热一是什么回事人会不知道吗智商低就算了还丢脸丢到海外的这个事儿难道还不够令人发指吗热一日本核废水那事就这么算了当网络没有记忆吗疯子,05月02日 23:39
2463,三言Cyan,好家伙红楼梦鬼恒河水和核废水的相遇喜脉洗脉精神病院门没关好我跑出来了M大王叫我来巡山好一个双向奔赴真十内只要胆子大秦祎墨团灭吧朝辞夏双向奔赴感人啊黑茶伯爵双向奔赴囧兰胸华纳今天倒闭了吗好家伙,05月10日 15:10
8817,红色自爆骑士划水中,不把核废水倒了你别想下台,05月03日 21:25
6977,那个橙色的夏天,任豪创造营啊任豪太君核废水问题解决好了吗,04月24日 23:57
7181,bonbonbonbonnie,萤火虫漫展假裝東方眾坎公骑冠剑氚核关东煮似你望海佬撞破次元壁疫情快退散禁止核废水2广州广州保利世贸展览馆,05月01日 18:47
10167,想变成鸟,我真是要给他们一人盛一碗的拉瓦铀日本的经费肯定喂到瑞典了日喂瑞一玶海岸看了一下少女继续发推支持全世界学生周五逃课对日本排核废水目前还一言不发评论里有人提示也置之不理风云sfy瑞典的环保少女呢,04月10日 15:34
5378,莫西干10号球迷-,我不行了真的笑死周发胖我还是党支部书记呢追个星被开除国籍开除人籍摁头喝了几吨核废水了臭鱼烂虾滚我一个党员追个星被开除国籍就算了还成反动势力了谁给我定义的知道冒充国家公职人员是犯法的吗,05月18日 20:55
2301,吃胖了就要被卖掉了,核废水能治好变异病毒吗辑思双向奔赴,05月09日 18:02
6203,思想牢笼,日本核污水入海影响有多大日本核废水入海对我们有哪些影响今日热门L思想牢笼的微博视频,04月11日 22:34
4931,也许是何塞,公主还真没有哪个公主这样子和这幅德行日本海洋排核废水美国往海洋排有毒废料没听你吱溜一声只能认为你是睡着了或者耳朵或者眼睛有恙住院了怎么这两天又出院了嚷嚷着批评中国碳排放好好去看看数据好好去学会初级数学再开口吧拜托你不知该叫你公主还是公猪好像两者都不搭世界有你不多无你不少吼嗓子时请吃两片西瓜霜可以清晰清醒一些收起全文d,05月17日 21:12
152,LiNn林凌天,快进到核废水斗鱼比赛巴媽媽小魔嫣克羅迪厄斯柒世备用食品携带东条瞳_干嘛Mia_基神每天对着锤哥卖萌瑟兰迪尔重症患者阿鲁清狂Aling一颗阿仙仙仙睡眠营业中,05月05日 18:01
1407,Cocotina111,1印度的傲慢自大无任何防护措施大规模的政治选举集会层出不穷的宗教活动冷热不忌的变异新冠病毒疫情全面失控印度周边的除中国外的其他国家也被祸及了滚雪球效应会越滚越大2国运不济的日本还在跟7月份的东京奥运会作最后的挣扎东京奥运会跟鸡肋一样核废水入海计划被全球围观日本在无法突破自身困局的情况下又借美国惟恐天下不乱的势头围攻中国好转移国内外矛盾3弃约的澳大利亚跟中国死命开杠的点大概也是源自对中国崛起和发展的羡慕嫉妒恨吧现在中澳关系冷却保持一个操作永远别对澳大利亚心存幻想收起全文d,05月08日 22:23
9010,卡哇伊麻耶,69Cu当年苏联用无数生命挡住了切尔诺贝利的核污染却遭到欧洲媒体的辱骂这次日本排放核废水欧洲怎么没声了ββH4jg2aRIZh8ββ打开Dou音搜唢L卡哇伊麻耶的微博视频,05月03日 18:02
2259,梁最最,因为我不穿bra你就说我放荡不知检点好家伙你盯着我的胸看我都没收你钱这样的厚颜无耻之人倒是少见恳请你把你的脸皮贡献给国家研究如何隔离核废水或者防弹,05月09日 18:58
9356,ANNIEGHOST,什么你敢说字字不对二鬼子滚出中国去喝核废水,05月04日 22:03
2539,XXYangmiemie,恒河水和核废水,05月10日 11:31
9300,drmeimei,鬼子能干人事才怪赵盛烨凭我对日本人的了解一味强调氚目的是掩饰其它放射物就像珍珠港那样明修栈道暗渡陈仓战略安全与军控在线日本福岛核废水中不仅含氚而且还含62种金属放射性同位素它们存在时间长有化学毒性此外废水中的碳14半衰期为5700年,05月03日 08:55
4155,有些黑暗只能独自走过,这是核废水喝饱了,05月14日 09:27
3693,夜行的零1977,探索月球为啥不注射福岛核废水godloveyou观察者网,05月13日 14:27
9988,简约人生6349987428,为省钱祸害全人类日本核废水倾倒太平洋子子孙孙都将为其所害据日本时事通讯社报道日本政府于4月9日决定将福岛第一核电站污水排入大海4月13日日本政府将召开内阁会议做出正式决定O网页链接小日本要造孽啊这是地道的祸害全人类,04月10日 18:12
5573,吃不了装着走,石原里美或将退圈从政麻鸡不要啊老婆不要去喝核废水新垣结衣星野源结婚cp成真不要是没出戏就好祝福一天连失两个老婆我好难过555,05月19日 15:52
3159,脱贫暴富不是梦,看了几年前的新闻发现汶川地震的时候日本第一批救援队31个人带队的竟然有日本外务省国际情报局和海上防卫厅的领导干部而且拿的大部分设备是测绘工具你们小日本真厉害从古到今都是蔫坏蔫坏的现在还想倒核废水垃圾垃圾垃圾,05月12日 17:30
8758,·月光魔法師·,评论的续约是有什么事我可不想我儿子被忍首相带着喝核废水,05月03日 21:46
2718,是牛奶仔啊,于羌浮相当于日本发出了保护海洋不排核废水的号召还能说什么呢只好夸一声格局大啦藏在水里的鲸鱼也配啊,05月11日 23:32
6202,庆阳政法,日本核污水57天将污染超半个太平洋2011年至今福岛核电站核污水储量即将到达极限东京电力公司表示经过处理核废水中绝大部分放射性元素都可清除无法清除的氚也会被稀释到日本国家标准的140有计算结果显示从排放之日起57天内放射性物质就将扩散至太平洋大半区域戳央视网视频L小央视频的微博视频收起全文d,04月11日 22:34
9484,木木天使99,疫情期近6成日本民众有头顶焦虑小日本往太平洋倾倒核废水以后岛国海边渔民百分之百会有头顶焦虑,05月04日 18:03
8386,-不葯而癒,时事辩论中国外交部发言人赵立坚26日在推特上转发了这副模仿日本浮世绘的画作讽刺日本政府决定将核废水排放入海日本外务省已向中方提出抗议并要求删除推文,05月02日 19:00
2814,等明天下午再说,日本核废水的事还有人关注吗,05月11日 20:31
10410,NFlyingPig,陈如是说这是土法上马其实国际核能组织推荐的核废水有三种比较成熟的方法完全可以避免不处理直排但是日本就是不用估计就是不想花钱垃圾捡得再干净骨子里也是个坏逼金陵集庆道铀浓缩,04月10日 12:35
1951,安迪Andylan,是的乌合麒麟任何世界性质的环保机构只要是对日本核废水不闻不问却跑来指责中国环保问题的都是打压中国的政治工具当放屁就行,05月09日 13:17
1231,快看孙卜老长沙口味虾,听说长沙每天吃二十吨小龙虾没有一只小龙虾活着爬出去长沙太平老街里面有个马家巷马家巷胡同里有个快看孙卜老长沙口味虾店酒香虾香不怕巷子深店里有口味虾蒜蓉虾紫苏虾虾尾芥末罗氏虾香辣蟹清蒸大闸蟹花甲嗦螺手抓排骨秘制猪脚自酿糯米酒火锅干锅卤菜凉菜湘菜老板亲自下厨现炒现收汁小龙虾长沙吃喝玩乐不可辜负的美食遇见过最离奇的搭讪如何看待日本福岛核废水排海美食分享家常菜城市味蕾战下午茶长沙美食口味虾虾尾自酿糯米酒你的五一假期安排L快看孙卜老长沙口味虾的微博视频2长沙太平街L快看孙卜老长沙口味虾的微博视频收起全文d,05月07日 13:27
5484,邪一_mufasa,这核废水看来已然是排到B站了,05月18日 10:21
193,本宫就是一条女汉子,相关梗二创摩多摩多Rosettaaoceancat阿芷今天光合作用了吗从08年开始等的凯尔希黑潮之下就是tmd核废水北斗星空leaf这白开水怎么没味儿为斯卡蒂献出心脏我永远喜欢森蚺两面包夹芝士,05月05日 16:19
116,全球时尚四喜,猫meimeimeow小编核废水喝不少啊霜叶这么直白专业戳轮胎熊律师,05月05日 19:41
6104,斯图卡98,要看日本外务省有没有计划给知日派充值了1zuohong67让这些孙子每人每天必须干几大碗福岛核废水斯图卡98回复冉闵号巡洋舰网上有冉闵号巡洋舰有没有高清相片贴出来看看都是些什么东西去了,04月11日 23:20
6797,咔咔咔-_,建议这俩一起去喝核废水AnLnnnnn这是在干什么飘飘有只猫这都是什么奇葩,04月14日 23:59
